,Unnamed: 0.1,Unnamed: 0,DATA,Umidità massima (%),Umidità media (%),Umidità minima (%),Precipitazione (mm),Temperatura media (°C),Temperatura massima (°C),Temperatura minima (°C),Velocità media (m/s),Velocità raffica (m/s),Valore pressione,Stagione,Pressione prevista domani,Precipitazione prevista domani,Temperatura prevista domani,Umidità prevista domani,Vento previsto domani,Pressione prevista dopodomani,Precipitazione prevista dopodomani,Temperatura prevista dopodomani,Umidità prevista dopodomani,Vento previsto dopodomani,Pressione prevista dopodopodomani,Precipitazione prevista dopodopodomani,Temperatura prevista dopodopodomani,Umidità prevista dopodopodomani,Vento previsto dopodopodomani
342,342,342,2021-12-09,96,56,31,0.0,2.6,8.9,-3.1,2.8,7.9,936.7,0,936.2,0.0,0.2,64.0,1.4,943.7,0.0,3.5,45.0,2.7,955.3,0.0,5.0,42.0,1.9
343,343,343,2021-12-10,92,64,41,0.0,0.2,3.1,-2.8,1.4,5.9,936.2,0,943.7,0.0,3.5,45.0,2.7,955.3,0.0,5.0,42.0,1.9,957.4,0.0,7.4,54.0,1.3
344,344,344,2021-12-11,78,45,20,0.0,3.5,11.9,-1.5,2.7,8.2,943.7,0,955.3,0.0,5.0,42.0,1.9,957.4,0.0,7.4,54.0,1.3,958.8,0.0,7.7,56.0,1.5
345,345,345,2021-12-12,64,42,23,0.0,5.0,12.1,1.6,1.9,5.7,955.3,0,957.4,0.0,7.4,54.0,1.3,958.8,0.0,7.7,56.0,1.5,961.3,0.0,4.5,64.0,1.2
346,346,346,2021-12-13,72,54,28,0.0,7.4,14.3,3.1,1.3,4.5,957.4,0,958.8,0.0,7.7,56.0,1.5,961.3,0.0,4.5,64.0,1.2,962.9,0.0,3.7,71.0,1.2
347,347,347,2021-12-14,80,56,31,0.0,7.7,14.9,2.0,1.5,7.5,958.8,0,961.3,0.0,4.5,64.0,1.2,962.9,0.0,3.7,71.0,1.2,963.6,0.0,6.4,60.0,1.6
348,348,348,2021-12-15,87,64,45,0.0,4.5,8.8,0.8,1.2,4.0,961.3,0,962.9,0.0,3.7,71.0,1.2,963.6,0.0,6.4,60.0,1.6,964.0,0.0,4.2,58.0,1.4
349,349,349,2021-12-16,91,71,43,0.0,3.7,10.9,-0.4,1.2,4.5,962.9,0,963.6,0.0,6.4,60.0,1.6,964.0,0.0,4.2,58.0,1.4,956.9,0.0,6.3,46.0,1.6
350,350,350,2021-12-17,89,60,24,0.0,6.4,14.1,0.1,1.6,8.1,963.6,0,964.0,0.0,4.2,58.0,1.4,956.9,0.0,6.3,46.0,1.6,950.8,0.0,9.7,44.0,2.6
351,351,351,2021-12-18,79,58,34,0.0,4.2,9.8,-0.9,1.4,4.8,964.0,0,956.9,0.0,6.3,46.0,1.6,950.8,0.0,9.7,44.0,2.6,955.8,0.0,3.6,88.0,1.0
352,352,352,2021-12-19,72,46,24,0.0,6.3,14.3,-0.5,1.6,8.4,956.9,0,950.8,0.0,9.7,44.0,2.6,955.8,0.0,3.6,88.0,1.0,957.1,0.0,3.3,73.0,1.4
353,353,353,2021-12-20,99,44,15,0.0,9.7,17.7,0.7,2.6,9.0,950.8,0,955.8,0.0,3.6,88.0,1.0,957.1,0.0,3.3,73.0,1.4,954.6,0.0,1.8,74.0,1.3
354,354,354,2021-12-21,99,88,70,0.0,3.6,6.1,0.7,1.0,3.2,955.8,0,957.1,0.0,3.3,73.0,1.4,954.6,0.0,1.8,74.0,1.3,947.4,0.0,2.2,71.0,1.1
355,355,355,2021-12-22,92,73,54,0.0,3.3,6.4,0.7,1.4,4.3,957.1,0,954.6,0.0,1.8,74.0,1.3,947.4,0.0,2.2,71.0,1.1,942.1,7.3,3.9,87.0,1.5
356,356,356,2021-12-23,87,74,61,0.0,1.8,4.6,-1.1,1.3,4.6,954.6,0,947.4,0.0,2.2,71.0,1.1,942.1,7.3,3.9,87.0,1.5,941.7,0.0,4.5,92.0,1.1
357,357,357,2021-12-24,86,71,55,0.0,2.2,7.5,-1.6,1.1,3.9,947.4,0,942.1,7.3,3.9,87.0,1.5,941.7,0.0,4.5,92.0,1.1,942.5,0.4,3.4,93.0,1.0
358,358,358,2021-12-25,99,87,72,7.3,3.9,6.3,1.6,1.5,4.5,942.1,0,941.7,0.0,4.5,92.0,1.1,942.5,0.4,3.4,93.0,1.0,942.2,0.0,4.6,86.0,1.2
359,359,359,2021-12-26,99,92,74,0.0,4.5,8.6,1.3,1.1,4.2,941.7,0,942.5,0.4,3.4,93.0,1.0,942.2,0.0,4.6,86.0,1.2,944.3,0.0,9.5,67.0,1.6
360,360,360,2021-12-27,99,93,79,0.4,3.4,6.1,1.1,1.0,3.4,942.5,0,942.2,0.0,4.6,86.0,1.2,944.3,0.0,9.5,67.0,1.6,953.7,0.0,8.0,80.0,0.9
361,361,361,2021-12-28,98,86,71,0.0,4.6,7.7,1.5,1.2,5.1,942.2,0,944.3,0.0,9.5,67.0,1.6,953.7,0.0,8.0,80.0,0.9,958.1,0.0,9.3,57.0,1.4
362,362,362,2021-12-29,86,67,44,0.0,9.5,15.4,3.7,1.6,7.6,944.3,0,953.7,0.0,8.0,80.0,0.9,958.1,0.0,9.3,57.0,1.4,958.4,0.0,12.3,37.0,1.8
363,363,363,2021-12-30,98,80,52,0.0,8.0,15.8,3.4,0.9,3.4,953.7,0,958.1,0.0,9.3,57.0,1.4,958.4,0.0,12.3,37.0,1.8,957.5,0.0,7.3,61.0,1.1
364,364,364,2021-12-31,91,57,32,0.0,9.3,17.5,3.5,1.4,4.5,958.1,0,958.4,0.0,12.3,37.0,1.8,957.5,0.0,7.3,61.0,1.1,952.4,0.0,4.8,84.0,1.1
365,365,365,2022-01-01,70,37,19,0.0,12.3,19.9,4.3,1.8,5.9,958.4,0,957.5,0.0,7.3,61.0,1.1,952.4,0.0,4.8,84.0,1.1,944.9,0.0,5.8,92.0,1.1
366,366,366,2022-01-02,87,61,37,0.0,7.3,13.8,2.8,1.1,3.4,957.5,0,952.4,0.0,4.8,84.0,1.1,944.9,0.0,5.8,92.0,1.1,936.6,0.0,5.8,88.0,1.2
367,367,367,2022-01-03,99,84,68,0.0,4.8,9.3,1.3,1.1,4.3,952.4,0,944.9,0.0,5.8,92.0,1.1,936.6,0.0,5.8,88.0,1.2,947.3,0.0,3.5,46.0,1.5
368,368,368,2022-01-04,99,92,83,0.0,5.8,7.1,4.9,1.1,4.6,944.9,0,936.6,0.0,5.8,88.0,1.2,947.3,0.0,3.5,46.0,1.5,951.8,0.0,1.0,53.0,1.3
369,369,369,2022-01-05,99,88,44,0.0,5.8,9.6,1.6,1.2,6.4,936.6,0,947.3,0.0,3.5,46.0,1.5,951.8,0.0,1.0,53.0,1.3,946.2,0.0,0.6,68.0,0.9
370,370,370,2022-01-06,71,46,21,0.0,3.5,9.1,0.1,1.5,5.5,947.3,0,951.8,0.0,1.0,53.0,1.3,946.2,0.0,0.6,68.0,0.9,939.1,0.0,2.6,58.0,1.8
371,371,371,2022-01-07,82,53,35,0.0,1.0,5.5,-2.2,1.3,4.9,951.8,0,946.2,0.0,0.6,68.0,0.9,939.1,0.0,2.6,58.0,1.8,945.8,0.0,3.0,41.0,1.6
372,372,372,2022-01-08,93,68,34,0.0,0.6,7.2,-4.1,0.9,4.9,946.2,0,939.1,0.0,2.6,58.0,1.8,945.8,0.0,3.0,41.0,1.6,955.7,0.0,3.7,31.0,1.7
373,373,373,2022-01-09,96,58,17,0.0,2.6,11.3,-3.2,1.8,7.9,939.1,0,945.8,0.0,3.0,41.0,1.6,955.7,0.0,3.7,31.0,1.7,963.0,0.0,1.3,44.0,1.5
374,374,374,2022-01-10,63,41,23,0.0,3.0,8.6,-2.3,1.6,5.7,945.8,0,955.7,0.0,3.7,31.0,1.7,963.0,0.0,1.3,44.0,1.5,968.2,0.0,1.9,39.0,1.4
375,375,375,2022-01-11,47,31,17,0.0,3.7,9.7,-0.1,1.7,5.8,955.7,0,963.0,0.0,1.3,44.0,1.5,968.2,0.0,1.9,39.0,1.4,963.6,0.0,6.5,35.0,1.3
376,376,376,2022-01-12,62,44,26,0.0,1.3,7.5,-3.1,1.5,5.9,963.0,0,968.2,0.0,1.9,39.0,1.4,963.6,0.0,6.5,35.0,1.3,957.6,0.0,8.3,35.0,1.8
377,377,377,2022-01-13,64,39,21,0.0,1.9,8.4,-3.1,1.4,5.4,968.2,0,963.6,0.0,6.5,35.0,1.3,957.6,0.0,8.3,35.0,1.8,957.2,0.0,5.2,47.0,1.4
378,378,378,2022-01-14,56,35,22,0.0,6.5,13.5,-0.2,1.3,4.8,963.6,0,957.6,0.0,8.3,35.0,1.8,957.2,0.0,5.2,47.0,1.4,959.5,0.0,6.9,30.0,2.1
379,379,379,2022-01-15,54,35,19,0.0,8.3,15.4,2.4,1.8,6.1,957.6,0,957.2,0.0,5.2,47.0,1.4,959.5,0.0,6.9,30.0,2.1,963.8,0.0,6.6,37.0,1.9
380,380,380,2022-01-16,61,47,31,0.0,5.2,11.5,0.3,1.4,4.4,957.2,0,959.5,0.0,6.9,30.0,2.1,963.8,0.0,6.6,37.0,1.9,961.5,0.0,2.9,61.0,1.3
381,381,381,2022-01-17,47,30,17,0.0,6.9,13.3,2.5,2.1,6.7,959.5,0,963.8,0.0,6.6,37.0,1.9,961.5,0.0,2.9,61.0,1.3,953.3,0.0,4.4,52.0,1.8
382,382,382,2022-01-18,65,37,22,0.0,6.6,10.6,2.7,1.9,6.4,963.8,0,961.5,0.0,2.9,61.0,1.3,953.3,0.0,4.4,52.0,1.8,955.8,0.0,3.6,45.0,1.7
383,383,383,2022-01-19,92,61,43,0.0,2.9,7.4,-0.7,1.3,4.2,961.5,0,953.3,0.0,4.4,52.0,1.8,955.8,0.0,3.6,45.0,1.7,958.9,0.0,4.4,43.0,1.7
384,384,384,2022-01-20,78,52,30,0.0,4.4,10.9,-0.8,1.8,6.1,953.3,0,955.8,0.0,3.6,45.0,1.7,958.9,0.0,4.4,43.0,1.7,960.9,0.0,4.7,54.0,1.8
385,385,385,2022-01-21,63,45,21,0.0,3.6,8.9,-0.8,1.7,4.5,955.8,0,958.9,0.0,4.4,43.0,1.7,960.9,0.0,4.7,54.0,1.8,963.3,0.0,2.1,69.0,1.3
386,386,386,2022-01-22,64,43,23,0.0,4.4,12.6,-2.5,1.7,9.4,958.9,0,960.9,0.0,4.7,54.0,1.8,963.3,0.0,2.1,69.0,1.3,964.4,0.0,-1.8,94.0,0.9
387,387,387,2022-01-23,79,54,30,0.0,4.7,9.4,-0.4,1.8,9.8,960.9,0,963.3,0.0,2.1,69.0,1.3,964.4,0.0,-1.8,94.0,0.9,959.6,0.0,3.6,56.0,1.5
388,388,388,2022-01-24,89,69,44,0.0,2.1,8.8,-2.3,1.3,4.1,963.3,0,964.4,0.0,-1.8,94.0,0.9,959.6,0.0,3.6,56.0,1.5,957.8,0.0,6.2,38.0,1.4
389,389,389,2022-01-25,100,94,78,0.0,-1.8,0.8,-3.8,0.9,3.7,964.4,0,959.6,0.0,3.6,56.0,1.5,957.8,0.0,6.2,38.0,1.4,959.1,0.0,7.4,36.0,2.1
390,390,390,2022-01-26,97,56,23,0.0,3.6,13.9,-2.8,1.5,5.9,959.6,0,957.8,0.0,6.2,38.0,1.4,959.1,0.0,7.4,36.0,2.1,960.6,0.0,6.7,37.0,1.9
391,391,391,2022-01-27,87,38,15,0.0,6.2,14.8,-0.1,1.4,6.0,957.8,0,959.1,0.0,7.4,36.0,2.1,960.6,0.0,6.7,37.0,1.9,952.8,0.0,9.4,34.0,1.8
392,392,392,2022-01-28,66,36,12,0.0,7.4,16.3,0.5,2.1,6.3,959.1,0,960.6,0.0,6.7,37.0,1.9,952.8,0.0,9.4,34.0,1.8,944.6,0.0,7.9,34.0,2.2
393,393,393,2022-01-29,59,37,21,0.0,6.7,12.3,3.2,1.9,5.9,960.6,0,952.8,0.0,9.4,34.0,1.8,944.6,0.0,7.9,34.0,2.2,948.0,0.0,5.8,30.0,1.9
394,394,394,2022-01-30,58,34,19,0.0,9.4,17.7,2.1,1.8,6.5,952.8,0,944.6,0.0,7.9,34.0,2.2,948.0,0.0,5.8,30.0,1.9,948.0,0.0,11.5,34.0,1.9
395,395,395,2022-01-31,61,34,12,0.0,7.9,14.8,1.3,2.2,11.8,944.6,0,948.0,0.0,5.8,30.0,1.9,948.0,0.0,11.5,34.0,1.9,953.7,0.0,8.8,47.0,1.5
396,396,396,2022-02-01,41,30,17,0.0,5.8,11.3,2.0,1.9,6.6,948.0,0,948.0,0.0,11.5,34.0,1.9,953.7,0.0,8.8,47.0,1.5,951.2,0.0,5.4,72.0,1.2
397,397,397,2022-02-02,48,34,18,0.0,11.5,19.9,5.6,1.9,7.5,948.0,0,953.7,0.0,8.8,47.0,1.5,951.2,0.0,5.4,72.0,1.2,952.6,0.0,7.5,59.0,1.7
398,398,398,2022-02-03,78,47,28,0.0,8.8,14.9,2.8,1.5,5.1,953.7,0,951.2,0.0,5.4,72.0,1.2,952.6,0.0,7.5,59.0,1.7,952.8,0.0,3.9,75.0,1.1
399,399,399,2022-02-04,84,72,50,0.0,5.4,10.7,2.4,1.2,4.7,951.2,0,952.6,0.0,7.5,59.0,1.7,952.8,0.0,3.9,75.0,1.1,949.9,0.0,7.3,44.0,2.2
400,400,400,2022-02-05,86,59,31,0.0,7.5,14.7,1.2,1.7,5.8,952.6,0,952.8,0.0,3.9,75.0,1.1,949.9,0.0,7.3,44.0,2.2,961.9,0.0,7.1,34.0,1.6
401,401,401,2022-02-06,99,75,51,0.0,3.9,10.0,-0.5,1.1,4.4,952.8,0,949.9,0.0,7.3,44.0,2.2,961.9,0.0,7.1,34.0,1.6,962.7,0.0,6.6,48.0,1.4
402,402,402,2022-02-07,94,44,20,0.0,7.3,14.6,0.7,2.2,8.2,949.9,0,961.9,0.0,7.1,34.0,1.6,962.7,0.0,6.6,48.0,1.4,959.0,0.0,6.0,65.0,1.5
403,403,403,2022-02-08,45,34,19,0.0,7.1,14.2,2.2,1.6,6.2,961.9,0,962.7,0.0,6.6,48.0,1.4,959.0,0.0,6.0,65.0,1.5,957.0,0.0,5.6,77.0,1.4
404,404,404,2022-02-09,67,48,31,0.0,6.6,13.6,1.1,1.4,4.0,962.7,0,959.0,0.0,6.0,65.0,1.5,957.0,0.0,5.6,77.0,1.4,962.8,0.0,3.4,78.0,1.1
405,405,405,2022-02-10,84,65,50,0.0,6.0,11.2,2.4,1.5,5.6,959.0,0,957.0,0.0,5.6,77.0,1.4,962.8,0.0,3.4,78.0,1.1,958.1,0.0,3.3,62.0,1.3
406,406,406,2022-02-11,92,77,59,0.0,5.6,10.6,0.6,1.4,4.8,957.0,0,962.8,0.0,3.4,78.0,1.1,958.1,0.0,3.3,62.0,1.3,950.9,3.0,2.3,76.0,1.4
407,407,407,2022-02-12,90,78,52,0.0,3.4,5.9,1.2,1.1,6.0,962.8,0,958.1,0.0,3.3,62.0,1.3,950.9,3.0,2.3,76.0,1.4,946.6,0.0,4.4,69.0,1.7
408,408,408,2022-02-13,87,62,41,0.0,3.3,7.6,-1.0,1.3,5.2,958.1,0,950.9,3.0,2.3,76.0,1.4,946.6,0.0,4.4,69.0,1.7,949.4,0.0,5.4,47.0,1.7
409,409,409,2022-02-14,99,76,55,3.0,2.3,5.2,0.3,1.4,4.9,950.9,0,946.6,0.0,4.4,69.0,1.7,949.4,0.0,5.4,47.0,1.7,946.5,0.0,11.1,52.0,1.9
410,410,410,2022-02-15,99,69,38,0.0,4.4,11.8,-0.7,1.7,7.3,946.6,0,949.4,0.0,5.4,47.0,1.7,946.5,0.0,11.1,52.0,1.9,948.7,0.2,9.2,67.0,1.8
411,411,411,2022-02-16,75,47,34,0.0,5.4,9.7,2.1,1.7,6.6,949.4,0,946.5,0.0,11.1,52.0,1.9,948.7,0.2,9.2,67.0,1.8,949.2,0.0,7.0,86.0,1.2
412,412,412,2022-02-17,87,52,14,0.0,11.1,24.5,0.1,1.9,9.2,946.5,0,948.7,0.2,9.2,67.0,1.8,949.2,0.0,7.0,86.0,1.2,951.3,0.0,9.2,58.0,1.8
413,413,413,2022-02-18,99,67,32,0.2,9.2,14.8,5.3,1.8,8.2,948.7,0,949.2,0.0,7.0,86.0,1.2,951.3,0.0,9.2,58.0,1.8,944.3,0.0,10.1,36.0,3.4
414,414,414,2022-02-19,98,86,78,0.0,7.0,9.1,5.5,1.2,6.2,949.2,0,951.3,0.0,9.2,58.0,1.8,944.3,0.0,10.1,36.0,3.4,950.9,0.0,9.7,28.0,2.3
415,415,415,2022-02-20,82,58,30,0.0,9.2,16.5,4.1,1.8,5.7,951.3,0,944.3,0.0,10.1,36.0,3.4,950.9,0.0,9.7,28.0,2.3,957.2,0.0,10.4,33.0,2.0
416,416,416,2022-02-21,74,36,11,0.0,10.1,18.1,3.8,3.4,18.0,944.3,0,950.9,0.0,9.7,28.0,2.3,957.2,0.0,10.4,33.0,2.0,955.4,0.0,7.4,52.0,1.5
417,417,417,2022-02-22,42,28,13,0.0,9.7,15.8,4.4,2.3,6.4,950.9,0,957.2,0.0,10.4,33.0,2.0,955.4,0.0,7.4,52.0,1.5,952.1,0.0,7.3,51.0,1.7
418,418,418,2022-02-23,42,33,21,0.0,10.4,16.8,5.7,2.0,6.3,957.2,0,955.4,0.0,7.4,52.0,1.5,952.1,0.0,7.3,51.0,1.7,958.3,0.0,5.4,24.0,2.1
419,419,419,2022-02-24,70,52,40,0.0,7.4,12.1,3.9,1.5,4.7,955.4,0,952.1,0.0,7.3,51.0,1.7,958.3,0.0,5.4,24.0,2.1,959.2,0.0,3.4,36.0,1.7
420,420,420,2022-02-25,79,51,21,0.0,7.3,13.6,0.1,1.7,9.6,952.1,0,958.3,0.0,5.4,24.0,2.1,959.2,0.0,3.4,36.0,1.7,957.8,0.0,5.8,29.0,1.9
421,421,421,2022-02-26,46,24,6,0.0,5.4,11.6,-0.2,2.1,8.1,958.3,0,959.2,0.0,3.4,36.0,1.7,957.8,0.0,5.8,29.0,1.9,961.7,0.0,2.8,60.0,1.6
422,422,422,2022-02-27,53,36,17,0.0,3.4,9.1,-1.7,1.7,5.8,959.2,0,957.8,0.0,5.8,29.0,1.9,961.7,0.0,2.8,60.0,1.6,955.4,0.0,4.5,52.0,1.4
423,423,423,2022-02-28,42,29,18,0.0,5.8,13.0,0.9,1.9,7.5,957.8,0,961.7,0.0,2.8,60.0,1.6,955.4,0.0,4.5,52.0,1.4,948.7,0.0,6.9,47.0,1.5
424,424,424,2022-03-01,82,60,42,0.0,2.8,7.3,0.3,1.6,6.5,961.7,1,955.4,0.0,4.5,52.0,1.4,948.7,0.0,6.9,47.0,1.5,946.7,1.8,6.7,62.0,1.8
425,425,425,2022-03-02,72,52,32,0.0,4.5,10.2,-0.7,1.4,5.0,955.4,1,948.7,0.0,6.9,47.0,1.5,946.7,1.8,6.7,62.0,1.8,949.3,1.4,3.7,79.0,1.3
426,426,426,2022-03-03,59,47,29,0.0,6.9,13.4,2.6,1.5,4.7,948.7,1,946.7,1.8,6.7,62.0,1.8,949.3,1.4,3.7,79.0,1.3,949.7,0.0,2.7,66.0,1.2
427,427,427,2022-03-04,88,62,52,1.8,6.7,11.2,2.1,1.8,5.9,946.7,1,949.3,1.4,3.7,79.0,1.3,949.7,0.0,2.7,66.0,1.2,950.3,0.0,3.2,55.0,1.5
428,428,428,2022-03-05,96,79,56,1.4,3.7,5.9,1.2,1.3,4.3,949.3,1,949.7,0.0,2.7,66.0,1.2,950.3,0.0,3.2,55.0,1.5,954.6,0.0,2.5,63.0,1.3
429,429,429,2022-03-06,86,66,45,0.0,2.7,6.5,0.4,1.2,5.4,949.7,1,950.3,0.0,3.2,55.0,1.5,954.6,0.0,2.5,63.0,1.3,956.0,0.0,4.2,58.0,1.4
430,430,430,2022-03-07,70,55,37,0.0,3.2,9.0,-0.9,1.5,4.3,950.3,1,954.6,0.0,2.5,63.0,1.3,956.0,0.0,4.2,58.0,1.4,957.0,0.0,6.8,50.0,1.7
431,431,431,2022-03-08,82,63,55,0.0,2.5,5.1,-0.6,1.3,4.7,954.6,1,956.0,0.0,4.2,58.0,1.4,957.0,0.0,6.8,50.0,1.7,958.6,0.0,5.3,65.0,1.3
432,432,432,2022-03-09,82,58,35,0.0,4.2,10.8,-1.3,1.4,4.6,956.0,1,957.0,0.0,6.8,50.0,1.7,958.6,0.0,5.3,65.0,1.3,959.6,0.4,3.0,82.0,1.2
433,433,433,2022-03-10,64,50,32,0.0,6.8,12.8,1.7,1.7,5.3,957.0,1,958.6,0.0,5.3,65.0,1.3,959.6,0.4,3.0,82.0,1.2,959.0,4.4,3.1,84.0,1.3
434,434,434,2022-03-11,77,65,55,0.0,5.3,7.2,3.3,1.3,5.5,958.6,1,959.6,0.4,3.0,82.0,1.2,959.0,4.4,3.1,84.0,1.3,965.0,0.2,4.8,79.0,1.2
435,435,435,2022-03-12,94,82,70,0.4,3.0,4.8,1.7,1.2,5.6,959.6,1,959.0,4.4,3.1,84.0,1.3,965.0,0.2,4.8,79.0,1.2,965.7,0.0,7.4,78.0,0.9
436,436,436,2022-03-13,99,84,58,4.4,3.1,6.2,0.9,1.3,3.7,959.0,1,965.0,0.2,4.8,79.0,1.2,965.7,0.0,7.4,78.0,0.9,958.4,0.0,9.2,77.0,1.1
437,437,437,2022-03-14,99,79,53,0.2,4.8,9.4,0.8,1.2,5.8,965.0,1,965.7,0.0,7.4,78.0,0.9,958.4,0.0,9.2,77.0,1.1,960.0,1.0,8.2,93.0,1.0
438,438,438,2022-03-15,88,78,67,0.0,7.4,10.2,4.8,0.9,4.1,965.7,1,958.4,0.0,9.2,77.0,1.1,960.0,1.0,8.2,93.0,1.0,964.7,0.2,9.1,83.0,1.4
439,439,439,2022-03-16,92,77,58,0.0,9.2,13.1,6.7,1.1,4.7,958.4,1,960.0,1.0,8.2,93.0,1.0,964.7,0.2,9.1,83.0,1.4,965.7,0.0,8.3,58.0,1.2
440,440,440,2022-03-17,99,93,82,1.0,8.2,9.5,6.7,1.0,3.2,960.0,1,964.7,0.2,9.1,83.0,1.4,965.7,0.0,8.3,58.0,1.2,967.4,0.0,6.8,44.0,1.4
441,441,441,2022-03-18,99,83,54,0.2,9.1,11.5,7.2,1.4,4.6,964.7,1,965.7,0.0,8.3,58.0,1.2,967.4,0.0,6.8,44.0,1.4,967.6,0.0,7.0,45.0,1.5
442,442,442,2022-03-19,82,58,30,0.0,8.3,12.6,5.7,1.2,4.0,965.7,1,967.4,0.0,6.8,44.0,1.4,967.6,0.0,7.0,45.0,1.5,966.8,0.0,7.3,37.0,1.9
443,443,443,2022-03-20,64,44,27,0.0,6.8,11.2,3.0,1.4,5.4,967.4,1,967.6,0.0,7.0,45.0,1.5,966.8,0.0,7.3,37.0,1.9,964.2,0.0,10.0,25.0,2.4
444,444,444,2022-03-21,65,45,27,0.0,7.0,11.7,3.8,1.5,5.9,967.6,1,966.8,0.0,7.3,37.0,1.9,964.2,0.0,10.0,25.0,2.4,960.1,0.0,12.8,19.0,2.5
445,445,445,2022-03-22,53,37,17,0.0,7.3,13.4,3.1,1.9,6.1,966.8,1,964.2,0.0,10.0,25.0,2.4,960.1,0.0,12.8,19.0,2.5,958.3,0.0,12.7,24.0,2.1
446,446,446,2022-03-23,38,25,11,0.0,10.0,16.6,4.8,2.4,8.5,964.2,1,960.1,0.0,12.8,19.0,2.5,958.3,0.0,12.7,24.0,2.1,960.1,0.0,12.1,29.0,2.1
447,447,447,2022-03-24,28,19,11,0.0,12.8,19.3,7.2,2.5,9.2,960.1,1,958.3,0.0,12.7,24.0,2.1,960.1,0.0,12.1,29.0,2.1,961.8,0.0,12.1,30.0,2.0
448,448,448,2022-03-25,36,24,11,0.0,12.7,19.2,7.7,2.1,6.4,958.3,1,960.1,0.0,12.1,29.0,2.1,961.8,0.0,12.1,30.0,2.0,957.6,0.0,13.8,24.0,2.5
449,449,449,2022-03-26,38,29,16,0.0,12.1,17.5,6.9,2.1,6.5,960.1,1,961.8,0.0,12.1,30.0,2.0,957.6,0.0,13.8,24.0,2.5,947.4,0.0,12.3,40.0,1.7
450,450,450,2022-03-27,39,30,17,0.0,12.1,16.8,8.6,2.0,7.0,961.8,1,957.6,0.0,13.8,24.0,2.5,947.4,0.0,12.3,40.0,1.7,938.5,8.4,7.7,92.0,1.4
451,451,451,2022-03-28,32,24,15,0.0,13.8,19.6,8.9,2.5,7.9,957.6,1,947.4,0.0,12.3,40.0,1.7,938.5,8.4,7.7,92.0,1.4,928.7,6.1,8.9,82.0,2.1
452,452,452,2022-03-29,74,40,23,0.0,12.3,17.4,8.4,1.7,6.1,947.4,1,938.5,8.4,7.7,92.0,1.4,928.7,6.1,8.9,82.0,2.1,925.9,1.6,7.0,77.0,2.6
453,453,453,2022-03-30,99,92,57,8.4,7.7,10.1,5.7,1.4,5.5,938.5,1,928.7,6.1,8.9,82.0,2.1,925.9,1.6,7.0,77.0,2.6,934.9,4.8,2.8,88.0,2.6
454,454,454,2022-03-31,98,82,58,6.1,8.9,15.1,5.3,2.1,8.9,928.7,1,925.9,1.6,7.0,77.0,2.6,934.9,4.8,2.8,88.0,2.6,946.6,0.0,5.5,61.0,1.9
455,455,455,2022-04-01,97,77,49,1.6,7.0,13.7,1.0,2.6,13.2,925.9,1,934.9,4.8,2.8,88.0,2.6,946.6,0.0,5.5,61.0,1.9,950.4,0.0,6.7,69.0,1.4
456,456,456,2022-04-02,99,88,65,4.8,2.8,5.8,0.6,2.6,8.7,934.9,1,946.6,0.0,5.5,61.0,1.9,950.4,0.0,6.7,69.0,1.4,946.2,0.0,9.9,56.0,1.5
457,457,457,2022-04-03,85,61,39,0.0,5.5,9.3,1.3,1.9,6.0,946.6,1,950.4,0.0,6.7,69.0,1.4,946.2,0.0,9.9,56.0,1.5,943.5,0.0,10.3,63.0,1.5
458,458,458,2022-04-04,92,69,47,0.0,6.7,11.3,3.0,1.4,6.3,950.4,1,946.2,0.0,9.9,56.0,1.5,943.5,0.0,10.3,63.0,1.5,938.6,0.0,13.9,53.0,2.1
459,459,459,2022-04-05,78,56,32,0.0,9.9,17.7,2.5,1.5,4.9,946.2,1,943.5,0.0,10.3,63.0,1.5,938.6,0.0,13.9,53.0,2.1,937.2,0.0,17.4,37.0,3.6
460,460,460,2022-04-06,79,63,49,0.0,10.3,13.9,6.2,1.5,5.5,943.5,1,938.6,0.0,13.9,53.0,2.1,937.2,0.0,17.4,37.0,3.6,939.2,0.0,13.1,20.0,3.8
461,461,461,2022-04-07,85,53,18,0.0,13.9,23.2,4.8,2.1,10.2,938.6,1,937.2,0.0,17.4,37.0,3.6,939.2,0.0,13.1,20.0,3.8,951.0,0.0,9.2,31.0,1.8
462,462,462,2022-04-08,77,37,19,0.0,17.4,24.7,8.5,3.6,16.2,937.2,1,939.2,0.0,13.1,20.0,3.8,951.0,0.0,9.2,31.0,1.8,953.8,0.0,10.6,44.0,1.8
463,463,463,2022-04-09,36,20,9,0.0,13.1,17.9,3.7,3.8,16.3,939.2,1,951.0,0.0,9.2,31.0,1.8,953.8,0.0,10.6,44.0,1.8,953.2,0.0,12.3,47.0,1.6
464,464,464,2022-04-10,43,31,22,0.0,9.2,15.8,2.4,1.8,5.9,951.0,1,953.8,0.0,10.6,44.0,1.8,953.2,0.0,12.3,47.0,1.6,953.0,0.0,14.0,46.0,1.7
465,465,465,2022-04-11,69,44,29,0.0,10.6,16.1,5.4,1.8,6.0,953.8,1,953.2,0.0,12.3,47.0,1.6,953.0,0.0,14.0,46.0,1.7,954.1,0.0,15.4,44.0,1.7
466,466,466,2022-04-12,61,47,34,0.0,12.3,17.5,7.0,1.6,5.2,953.2,1,953.0,0.0,14.0,46.0,1.7,954.1,0.0,15.4,44.0,1.7,953.4,0.0,18.0,37.0,2.1
