,Unnamed: 0.1,Unnamed: 0,DATA,Umidità massima (%),Umidità media (%),Umidità minima (%),Precipitazione (mm),Temperatura media (°C),Temperatura massima (°C),Temperatura minima (°C),Velocità media (m/s),Velocità raffica (m/s),Valore pressione,Stagione,Pressione prevista domani,Precipitazione prevista domani,Temperatura prevista domani,Umidità prevista domani,Vento previsto domani,Pressione prevista dopodomani,Precipitazione prevista dopodomani,Temperatura prevista dopodomani,Umidità prevista dopodomani,Vento previsto dopodomani,Pressione prevista dopodopodomani,Precipitazione prevista dopodopodomani,Temperatura prevista dopodopodomani,Umidità prevista dopodopodomani,Vento previsto dopodopodomani
1340,1340,1340,2024-09-20,84,76,65,0.0,15.1,17.6,13.1,1.6,5.3,956.1,3,957.2,0.0,15.3,74.0,1.7,953.7,0.0,15.9,76.0,1.3,948.1,13.6,13.6,91.0,1.0
1341,1341,1341,2024-09-21,84,74,54,0.0,15.3,20.2,13.3,1.7,5.9,957.2,3,953.7,0.0,15.9,76.0,1.3,948.1,13.6,13.6,91.0,1.0,946.0,0.0,13.3,83.0,1.3
1342,1342,1342,2024-09-22,85,76,63,0.0,15.9,18.7,13.7,1.3,4.8,953.7,3,948.1,13.6,13.6,91.0,1.0,946.0,0.0,13.3,83.0,1.3,948.6,0.0,14.1,75.0,1.5
1343,1343,1343,2024-09-23,95,91,81,13.6,13.6,15.3,10.7,1.0,3.8,948.1,3,946.0,0.0,13.3,83.0,1.3,948.6,0.0,14.1,75.0,1.5,944.3,0.0,14.2,89.0,0.9
1344,1344,1344,2024-09-24,93,83,63,0.0,13.3,18.7,8.7,1.3,4.2,946.0,3,948.6,0.0,14.1,75.0,1.5,944.3,0.0,14.2,89.0,0.9,941.9,0.0,16.4,68.0,1.8
1345,1345,1345,2024-09-25,91,75,56,0.0,14.1,19.4,9.9,1.5,7.2,948.6,3,944.3,0.0,14.2,89.0,0.9,941.9,0.0,16.4,68.0,1.8,947.9,0.0,15.9,43.0,2.2
1346,1346,1346,2024-09-26,95,89,82,0.0,14.2,16.3,11.7,0.9,5.0,944.3,3,941.9,0.0,16.4,68.0,1.8,947.9,0.0,15.9,43.0,2.2,957.2,0.0,13.9,61.0,1.7
1347,1347,1347,2024-09-27,96,68,21,0.0,16.4,25.2,10.5,1.8,7.9,941.9,3,947.9,0.0,15.9,43.0,2.2,957.2,0.0,13.9,61.0,1.7,955.0,0.0,14.1,74.0,1.5
1348,1348,1348,2024-09-28,64,43,21,0.0,15.9,23.2,11.1,2.2,8.1,947.9,3,957.2,0.0,13.9,61.0,1.7,955.0,0.0,14.1,74.0,1.5,950.0,0.0,13.6,81.0,1.0
1349,1349,1349,2024-09-29,77,61,42,0.0,13.9,19.0,9.4,1.7,5.7,957.2,3,955.0,0.0,14.1,74.0,1.5,950.0,0.0,13.6,81.0,1.0,941.7,0.0,14.1,82.0,1.2
1350,1350,1350,2024-09-30,89,74,60,0.0,14.1,17.4,11.3,1.5,6.4,955.0,3,950.0,0.0,13.6,81.0,1.0,941.7,0.0,14.1,82.0,1.2,940.2,21.1,11.9,91.0,2.0
1351,1351,1351,2024-10-01,92,81,66,0.0,13.6,16.3,11.5,1.0,4.3,950.0,3,941.7,0.0,14.1,82.0,1.2,940.2,21.1,11.9,91.0,2.0,943.4,0.2,12.0,76.0,1.8
1352,1352,1352,2024-10-02,95,82,63,0.0,14.1,18.2,9.9,1.2,4.4,941.7,3,940.2,21.1,11.9,91.0,2.0,943.4,0.2,12.0,76.0,1.8,947.5,0.0,11.8,75.0,1.4
1353,1353,1353,2024-10-03,96,91,83,21.1,11.9,14.1,8.9,2.0,10.0,940.2,3,943.4,0.2,12.0,76.0,1.8,947.5,0.0,11.8,75.0,1.4,948.0,0.0,12.4,82.0,0.9
1354,1354,1354,2024-10-04,91,76,47,0.2,12.0,17.4,9.3,1.8,5.7,943.4,3,947.5,0.0,11.8,75.0,1.4,948.0,0.0,12.4,82.0,0.9,950.1,5.0,12.0,91.0,1.0
1355,1355,1355,2024-10-05,87,75,58,0.0,11.8,16.3,6.8,1.4,4.8,947.5,3,948.0,0.0,12.4,82.0,0.9,950.1,5.0,12.0,91.0,1.0,943.2,26.0,11.6,94.0,1.0
1356,1356,1356,2024-10-06,91,82,63,0.0,12.4,16.5,10.2,0.9,3.6,948.0,3,950.1,5.0,12.0,91.0,1.0,943.2,26.0,11.6,94.0,1.0,940.6,4.8,11.4,93.0,1.0
1357,1357,1357,2024-10-07,98,91,82,5.0,12.0,13.1,11.0,1.0,3.3,950.1,3,943.2,26.0,11.6,94.0,1.0,940.6,4.8,11.4,93.0,1.0,937.1,0.0,14.7,81.0,1.6
1358,1358,1358,2024-10-08,100,94,71,26.0,11.6,16.1,8.3,1.0,6.0,943.2,3,940.6,4.8,11.4,93.0,1.0,937.1,0.0,14.7,81.0,1.6,947.0,0.0,14.0,57.0,2.3
1359,1359,1359,2024-10-09,97,93,80,4.8,11.4,14.8,7.9,1.0,3.4,940.6,3,937.1,0.0,14.7,81.0,1.6,947.0,0.0,14.0,57.0,2.3,953.1,0.4,13.2,78.0,1.5
1360,1360,1360,2024-10-10,97,81,57,0.0,14.7,21.1,11.2,1.6,6.5,937.1,3,947.0,0.0,14.0,57.0,2.3,953.1,0.4,13.2,78.0,1.5,953.2,0.0,14.6,85.0,1.0
1361,1361,1361,2024-10-11,73,57,36,0.0,14.0,19.2,10.4,2.3,7.9,947.0,3,953.1,0.4,13.2,78.0,1.5,953.2,0.0,14.6,85.0,1.0,955.0,0.0,14.5,84.0,1.1
1362,1362,1362,2024-10-12,95,78,63,0.4,13.2,17.4,8.7,1.5,4.8,953.1,3,953.2,0.0,14.6,85.0,1.0,955.0,0.0,14.5,84.0,1.1,955.4,0.0,15.3,89.0,0.7
1363,1363,1363,2024-10-13,97,85,65,0.0,14.6,18.4,12.3,1.0,3.9,953.2,3,955.0,0.0,14.5,84.0,1.1,955.4,0.0,15.3,89.0,0.7,955.2,41.6,14.0,99.0,1.2
1364,1364,1364,2024-10-14,93,84,65,0.0,14.5,18.5,10.8,1.1,5.4,955.0,3,955.4,0.0,15.3,89.0,0.7,955.2,41.6,14.0,99.0,1.2,954.3,29.8,13.5,99.0,0.8
1365,1365,1365,2024-10-15,96,89,75,0.0,15.3,17.6,13.8,0.7,3.0,955.4,3,955.2,41.6,14.0,99.0,1.2,954.3,29.8,13.5,99.0,0.8,950.7,11.0,13.9,96.0,1.2
1366,1366,1366,2024-10-16,100,99,96,41.6,14.0,14.9,13.3,1.2,5.2,955.2,3,954.3,29.8,13.5,99.0,0.8,950.7,11.0,13.9,96.0,1.2,953.5,12.1,13.7,92.0,1.6
1367,1367,1367,2024-10-17,100,99,98,29.8,13.5,14.6,13.1,0.8,3.0,954.3,3,950.7,11.0,13.9,96.0,1.2,953.5,12.1,13.7,92.0,1.6,960.2,22.6,13.5,96.0,1.7
1368,1368,1368,2024-10-18,100,96,83,11.0,13.9,16.9,12.3,1.2,6.3,950.7,3,953.5,12.1,13.7,92.0,1.6,960.2,22.6,13.5,96.0,1.7,964.0,0.0,15.7,86.0,1.1
1369,1369,1369,2024-10-19,98,92,77,12.1,13.7,16.6,12.1,1.6,8.2,953.5,3,960.2,22.6,13.5,96.0,1.7,964.0,0.0,15.7,86.0,1.1,963.4,0.0,15.6,82.0,1.1
1370,1370,1370,2024-10-20,98,96,89,22.6,13.5,14.6,12.3,1.7,5.6,960.2,3,964.0,0.0,15.7,86.0,1.1,963.4,0.0,15.6,82.0,1.1,963.2,6.8,15.6,86.0,1.1
1371,1371,1371,2024-10-21,94,86,67,0.0,15.7,19.6,13.6,1.1,4.9,964.0,3,963.4,0.0,15.6,82.0,1.1,963.2,6.8,15.6,86.0,1.1,961.8,24.3,13.9,96.0,1.3
1372,1372,1372,2024-10-22,93,82,59,0.0,15.6,20.2,13.0,1.1,3.9,963.4,3,963.2,6.8,15.6,86.0,1.1,961.8,24.3,13.9,96.0,1.3,958.8,7.8,13.2,99.0,1.2
1373,1373,1373,2024-10-23,97,86,64,6.8,15.6,19.5,13.5,1.1,3.8,963.2,3,961.8,24.3,13.9,96.0,1.3,958.8,7.8,13.2,99.0,1.2,956.0,31.8,12.3,96.0,1.3
1374,1374,1374,2024-10-24,98,96,88,24.3,13.9,15.5,13.1,1.3,4.2,961.8,3,958.8,7.8,13.2,99.0,1.2,956.0,31.8,12.3,96.0,1.3,958.9,1.4,13.1,92.0,1.2
1375,1375,1375,2024-10-25,99,99,97,7.8,13.2,13.9,12.5,1.2,3.7,958.8,3,956.0,31.8,12.3,96.0,1.3,958.9,1.4,13.1,92.0,1.2,961.2,0.0,14.7,81.0,1.4
1376,1376,1376,2024-10-26,100,96,84,31.8,12.3,13.2,11.4,1.3,5.4,956.0,3,958.9,1.4,13.1,92.0,1.2,961.2,0.0,14.7,81.0,1.4,960.6,0.0,13.5,82.0,1.3
1377,1377,1377,2024-10-27,96,92,83,1.4,13.1,14.2,11.7,1.2,4.8,958.9,3,961.2,0.0,14.7,81.0,1.4,960.6,0.0,13.5,82.0,1.3,960.0,0.0,14.1,75.0,1.4
1378,1378,1378,2024-10-28,95,81,64,0.0,14.7,19.6,11.3,1.4,5.1,961.2,3,960.6,0.0,13.5,82.0,1.3,960.0,0.0,14.1,75.0,1.4,960.7,0.0,14.1,73.0,1.4
1379,1379,1379,2024-10-29,95,82,60,0.0,13.5,19.3,10.1,1.3,4.5,960.6,3,960.0,0.0,14.1,75.0,1.4,960.7,0.0,14.1,73.0,1.4,959.2,0.0,14.0,61.0,1.7
1380,1380,1380,2024-10-30,89,75,47,0.0,14.1,20.4,10.1,1.4,4.4,960.0,3,960.7,0.0,14.1,73.0,1.4,959.2,0.0,14.0,61.0,1.7,957.7,0.0,12.7,55.0,1.5
1381,1381,1381,2024-10-31,88,73,53,0.0,14.1,19.6,10.5,1.4,4.8,960.7,3,959.2,0.0,14.0,61.0,1.7,957.7,0.0,12.7,55.0,1.5,961.2,0.0,12.3,64.0,1.5
1382,1382,1382,2024-11-01,87,61,39,0.0,14.0,20.3,10.6,1.7,5.9,959.2,3,957.7,0.0,12.7,55.0,1.5,961.2,0.0,12.3,64.0,1.5,960.5,0.0,11.3,77.0,1.3
1383,1383,1383,2024-11-02,84,55,35,0.0,12.7,19.9,9.3,1.5,5.7,957.7,3,961.2,0.0,12.3,64.0,1.5,960.5,0.0,11.3,77.0,1.3,960.1,0.2,11.2,69.0,1.3
1384,1384,1384,2024-11-03,92,64,38,0.0,12.3,17.6,9.2,1.5,4.5,961.2,3,960.5,0.0,11.3,77.0,1.3,960.1,0.2,11.2,69.0,1.3,962.2,0.0,10.2,74.0,0.7
1385,1385,1385,2024-11-04,94,77,56,0.0,11.3,17.0,7.6,1.3,4.1,960.5,3,960.1,0.2,11.2,69.0,1.3,962.2,0.0,10.2,74.0,0.7,963.4,0.0,10.5,68.0,1.0
1386,1386,1386,2024-11-05,93,69,46,0.2,11.2,17.0,7.6,1.3,4.3,960.1,3,962.2,0.0,10.2,74.0,0.7,963.4,0.0,10.5,68.0,1.0,961.8,0.0,8.7,68.0,1.1
1387,1387,1387,2024-11-06,91,74,48,0.0,10.2,16.0,6.9,0.7,3.7,962.2,3,963.4,0.0,10.5,68.0,1.0,961.8,0.0,8.7,68.0,1.1,960.1,0.0,8.8,81.0,0.7
1388,1388,1388,2024-11-07,88,68,48,0.0,10.5,15.7,7.9,1.0,3.9,963.4,3,961.8,0.0,8.7,68.0,1.1,960.1,0.0,8.8,81.0,0.7,957.0,0.0,9.6,62.0,1.1
1389,1389,1389,2024-11-08,93,68,48,0.0,8.7,13.7,4.2,1.1,3.6,961.8,3,960.1,0.0,8.8,81.0,0.7,957.0,0.0,9.6,62.0,1.1,957.3,0.0,8.9,61.0,1.5
1390,1390,1390,2024-11-09,95,81,62,0.0,8.8,12.6,6.4,0.7,4.2,960.1,3,957.0,0.0,9.6,62.0,1.1,957.3,0.0,8.9,61.0,1.5,957.5,3.0,5.4,84.0,2.4
1391,1391,1391,2024-11-10,86,62,42,0.0,9.6,15.9,5.1,1.1,4.2,957.0,3,957.3,0.0,8.9,61.0,1.5,957.5,3.0,5.4,84.0,2.4,956.4,0.0,7.4,62.0,2.3
1392,1392,1392,2024-11-11,88,61,40,0.0,8.9,14.1,5.0,1.5,4.5,957.3,3,957.5,3.0,5.4,84.0,2.4,956.4,0.0,7.4,62.0,2.3,956.3,0.0,5.7,78.0,1.0
1393,1393,1393,2024-11-12,94,84,69,3.0,5.4,6.7,4.7,2.4,9.2,957.5,3,956.4,0.0,7.4,62.0,2.3,956.3,0.0,5.7,78.0,1.0,956.8,0.0,4.5,76.0,0.9
1394,1394,1394,2024-11-13,85,62,40,0.0,7.4,12.9,4.0,2.3,9.0,956.4,3,956.3,0.0,5.7,78.0,1.0,956.8,0.0,4.5,76.0,0.9,955.6,0.0,5.1,76.0,1.1
1395,1395,1395,2024-11-14,95,78,57,0.0,5.7,11.3,1.9,1.0,4.5,956.3,3,956.8,0.0,4.5,76.0,0.9,955.6,0.0,5.1,76.0,1.1,948.5,0.0,5.3,76.0,1.1
1396,1396,1396,2024-11-15,96,76,51,0.0,4.5,11.5,0.1,0.9,3.1,956.8,3,955.6,0.0,5.1,76.0,1.1,948.5,0.0,5.3,76.0,1.1,946.8,0.0,7.1,76.0,1.1
1397,1397,1397,2024-11-16,94,76,51,0.0,5.1,11.5,1.3,1.1,4.1,955.6,3,948.5,0.0,5.3,76.0,1.1,946.8,0.0,7.1,76.0,1.1,943.6,0.0,5.7,88.0,0.8
1398,1398,1398,2024-11-17,98,76,50,0.0,5.3,11.3,1.1,1.1,4.3,948.5,3,946.8,0.0,7.1,76.0,1.1,943.6,0.0,5.7,88.0,0.8,935.3,0.0,6.6,66.0,1.6
1399,1399,1399,2024-11-18,94,76,52,0.0,7.1,12.7,2.0,1.1,4.8,946.8,3,943.6,0.0,5.7,88.0,0.8,935.3,0.0,6.6,66.0,1.6,936.6,0.0,2.6,59.0,1.7
1400,1400,1400,2024-11-19,96,88,68,0.0,5.7,8.7,1.8,0.8,5.9,943.6,3,935.3,0.0,6.6,66.0,1.6,936.6,0.0,2.6,59.0,1.7,940.3,0.0,3.8,53.0,2.5
1401,1401,1401,2024-11-20,99,66,29,0.0,6.6,13.3,0.5,1.6,8.4,935.3,3,936.6,0.0,2.6,59.0,1.7,940.3,0.0,3.8,53.0,2.5,959.8,0.0,2.8,40.0,1.5
1402,1402,1402,2024-11-21,98,59,34,0.0,2.6,6.2,-0.4,1.7,6.1,936.6,3,940.3,0.0,3.8,53.0,2.5,959.8,0.0,2.8,40.0,1.5,965.2,0.0,3.5,47.0,1.2
1403,1403,1403,2024-11-22,98,53,15,0.0,3.8,10.9,-0.9,2.5,10.3,940.3,3,959.8,0.0,2.8,40.0,1.5,965.2,0.0,3.5,47.0,1.2,960.5,0.0,5.1,63.0,1.4
1404,1404,1404,2024-11-23,58,40,24,0.0,2.8,7.5,-1.4,1.5,7.0,959.8,3,965.2,0.0,3.5,47.0,1.2,960.5,0.0,5.1,63.0,1.4,956.1,3.0,6.2,87.0,1.0
1405,1405,1405,2024-11-24,64,47,27,0.0,3.5,8.6,-0.2,1.2,4.3,965.2,3,960.5,0.0,5.1,63.0,1.4,956.1,3.0,6.2,87.0,1.0,957.5,0.0,6.9,83.0,1.2
1406,1406,1406,2024-11-25,83,63,45,0.0,5.1,11.0,1.9,1.4,5.5,960.5,3,956.1,3.0,6.2,87.0,1.0,957.5,0.0,6.9,83.0,1.2,955.9,0.0,5.8,90.0,1.1
1407,1407,1407,2024-11-26,98,87,66,3.0,6.2,10.9,2.9,1.0,3.7,956.1,3,957.5,0.0,6.9,83.0,1.2,955.9,0.0,5.8,90.0,1.1,959.0,0.0,7.9,85.0,1.6
1408,1408,1408,2024-11-27,99,83,60,0.0,6.9,12.7,2.8,1.2,4.0,957.5,3,955.9,0.0,5.8,90.0,1.1,959.0,0.0,7.9,85.0,1.6,962.5,0.2,4.6,92.0,1.0
1409,1409,1409,2024-11-28,99,90,73,0.0,5.8,9.9,2.5,1.1,4.5,955.9,3,959.0,0.0,7.9,85.0,1.6,962.5,0.2,4.6,92.0,1.0,959.5,0.0,4.3,60.0,1.3
