,DATA,Umidità massima (%),Umidità media (%),Umidità minima (%),Precipitazione (mm),Temperatura media (°C),Temperatura massima (°C),Temperatura minima (°C),Velocità media (m/s),Velocità raffica (m/s),Valore pressione,Stagione,Pressione prevista domani,Precipitazione prevista domani,Temperatura prevista domani,Umidità prevista domani,Vento previsto domani
1084,2024-01-06,99,82,68,0.0,4.8,8.2,0.7,2.0,7.6,934.7,0,936.7,0.0,6.3,68.0,2.9
1085,2024-01-07,87,68,42,0.0,6.3,8.5,3.9,2.9,8.0,936.7,0,945.4,3.0,3.8,91.0,1.4
1086,2024-01-08,95,91,87,3.0,3.8,4.5,3.0,1.4,6.0,945.4,0,955.0,7.8,2.9,95.0,1.4
1087,2024-01-09,98,95,89,7.8,2.9,4.3,1.3,1.4,7.2,955.0,0,959.5,0.4,1.4,95.0,0.9
1088,2024-01-10,99,95,88,0.4,1.4,2.5,0.3,0.9,3.4,959.5,0,956.9,0.2,1.9,89.0,1.2
1089,2024-01-11,100,89,61,0.2,1.9,4.6,0.0,1.2,6.2,956.9,0,956.0,0.0,2.5,74.0,1.3
1090,2024-01-12,94,74,56,0.0,2.5,7.1,-1.2,1.3,4.4,956.0,0,954.8,0.0,1.1,77.0,1.2
1091,2024-01-13,93,77,60,0.0,1.1,6.5,-2.8,1.2,4.0,954.8,0,945.4,0.0,1.0,70.0,1.2
1092,2024-01-14,90,70,45,0.0,1.0,7.1,-2.7,1.2,4.1,945.4,0,936.3,0.0,3.1,72.0,1.3
1093,2024-01-15,93,72,45,0.0,3.1,10.3,-3.2,1.3,5.7,936.3,0,942.7,0.0,1.4,82.0,1.2
1094,2024-01-16,98,82,42,0.0,1.4,6.8,-1.8,1.2,4.8,942.7,0,938.6,6.4,1.6,91.0,0.9
1095,2024-01-17,98,91,77,6.4,1.6,4.5,-1.1,0.9,3.5,938.6,0,932.6,0.0,2.2,91.0,0.9
1096,2024-01-18,99,91,64,0.0,2.2,8.8,-1.4,0.9,4.0,932.6,0,943.2,0.8,3.5,77.0,1.7
1097,2024-01-19,100,77,39,0.8,3.5,8.3,-0.3,1.7,6.7,943.2,0,961.7,0.0,2.0,64.0,1.7
1098,2024-01-20,97,64,25,0.0,2.0,6.5,-0.1,1.7,7.6,961.7,0,965.3,0.0,0.7,40.0,1.5
1099,2024-01-21,66,40,26,0.0,0.7,4.8,-3.1,1.5,6.8,965.3,0,962.1,0.0,1.8,46.0,1.3
1100,2024-01-22,68,46,20,0.0,1.8,7.8,-2.2,1.3,4.9,962.1,0,961.3,0.0,7.6,42.0,1.9
1101,2024-01-23,59,42,19,0.0,7.6,14.8,2.0,1.9,6.6,961.3,0,961.3,0.0,8.4,48.0,1.8
1102,2024-01-24,72,48,19,0.0,8.4,17.1,1.4,1.8,9.3,961.3,0,957.8,0.0,12.8,32.0,1.6
1103,2024-01-25,89,32,17,0.0,12.8,20.3,2.3,1.6,7.2,957.8,0,959.0,0.0,5.5,78.0,1.1
1104,2024-01-26,98,78,45,0.0,5.5,11.9,0.9,1.1,4.5,959.0,0,962.7,0.0,10.9,47.0,2.0
1105,2024-01-27,92,47,21,0.0,10.9,18.2,2.0,2.0,5.9,962.7,0,968.7,0.0,5.9,70.0,1.5
1106,2024-01-28,94,70,51,0.0,5.9,11.2,1.5,1.5,4.8,968.7,0,968.2,0.0,5.5,67.0,1.3
1107,2024-01-29,89,67,50,0.0,5.5,10.5,2.3,1.3,4.1,968.2,0,967.8,0.0,5.0,68.0,1.2
1108,2024-01-30,82,68,46,0.0,5.0,10.4,1.2,1.2,3.8,967.8,0,965.7,0.0,5.9,65.0,1.2
1109,2024-01-31,83,65,41,0.0,5.9,13.1,0.7,1.2,4.7,965.7,0,960.6,0.0,6.1,57.0,1.6
1110,2024-02-01,82,57,39,0.0,6.1,11.1,0.0,1.6,5.7,960.6,0,961.8,0.0,10.6,39.0,1.9
1111,2024-02-02,58,39,21,0.0,10.6,17.2,6.6,1.9,5.7,961.8,0,959.6,0.0,12.6,39.0,1.8
1112,2024-02-03,62,39,24,0.0,12.6,19.2,4.9,1.8,6.5,959.6,0,957.5,0.0,13.9,29.0,1.7
1113,2024-02-04,44,29,17,0.0,13.9,20.6,7.2,1.7,7.0,957.5,0,956.6,0.0,10.7,48.0,1.6
1114,2024-02-05,86,48,22,0.0,10.7,17.1,4.3,1.6,5.2,956.6,0,954.9,0.0,5.7,85.0,1.1
1115,2024-02-06,98,85,67,0.0,5.7,10.8,1.9,1.1,3.7,954.9,0,948.1,0.0,7.2,80.0,1.3
1116,2024-02-07,98,80,61,0.0,7.2,11.0,3.7,1.3,5.0,948.1,0,943.2,0.0,7.0,82.0,1.1
1117,2024-02-08,94,82,64,0.0,7.0,11.1,3.1,1.1,4.6,943.2,0,935.1,7.0,6.7,100.0,1.1
1118,2024-02-09,100,100,95,7.0,6.7,7.4,6.0,1.1,4.5,935.1,0,928.0,25.0,5.1,95.0,2.4
1119,2024-02-10,100,95,89,25.0,5.1,6.1,3.8,2.4,7.4,928.0,0,929.5,0.0,7.1,72.0,1.7
1120,2024-02-11,92,72,46,0.0,7.1,12.1,3.8,1.7,7.5,929.5,0,939.5,0.0,7.2,51.0,2.2
1121,2024-02-12,80,51,37,0.0,7.2,12.1,3.8,2.2,8.1,939.5,0,951.7,0.0,8.2,45.0,2.2
1122,2024-02-13,60,45,25,0.0,8.2,13.8,4.6,2.2,6.1,951.7,0,957.5,0.0,8.0,51.0,1.7
1123,2024-02-14,68,51,37,0.0,8.0,13.4,4.2,1.7,4.9,957.5,0,956.7,0.0,8.2,61.0,1.2
1124,2024-02-15,82,61,43,0.0,8.2,13.1,4.1,1.2,3.7,956.7,0,955.3,0.0,7.7,71.0,0.9
1125,2024-02-16,86,71,50,0.0,7.7,12.6,4.0,0.9,4.2,955.3,0,960.2,0.0,10.0,63.0,1.1
1126,2024-02-17,88,63,42,0.0,10.0,15.8,3.7,1.1,4.0,960.2,0,962.8,0.0,9.9,65.0,1.3
1127,2024-02-18,86,65,45,0.0,9.9,15.7,4.5,1.3,4.0,962.8,0,957.9,0.0,11.5,55.0,1.7
1128,2024-02-19,90,55,23,0.0,11.5,18.7,6.4,1.7,6.0,957.9,0,958.3,0.0,10.5,43.0,1.9
1129,2024-02-20,58,43,22,0.0,10.5,16.3,6.1,1.9,6.9,958.3,0,956.6,0.0,8.9,51.0,1.6
1130,2024-02-21,74,51,34,0.0,8.9,13.1,5.1,1.6,6.7,956.6,0,944.2,0.0,7.6,78.0,1.3
1131,2024-02-22,100,78,56,0.0,7.6,11.3,4.2,1.3,4.6,944.2,0,932.6,3.2,6.8,86.0,1.6
1132,2024-02-23,100,86,43,3.2,6.8,11.3,3.6,1.6,6.3,932.6,0,939.7,0.0,4.7,76.0,1.5
1133,2024-02-24,97,76,42,0.0,4.7,8.2,0.1,1.5,8.3,939.7,0,943.0,0.6,5.1,80.0,1.1
1134,2024-02-25,98,80,59,0.6,5.1,8.3,0.9,1.1,4.5,943.0,0,940.1,26.8,2.0,97.0,1.2
1135,2024-02-26,100,97,92,26.8,2.0,4.4,0.4,1.2,5.0,940.1,0,942.5,51.0,2.0,97.0,2.0
1136,2024-02-27,100,97,92,51.0,2.0,4.3,0.3,2.0,8.6,942.5,0,950.6,32.4,4.8,96.0,2.4
1137,2024-02-28,98,96,92,32.4,4.8,6.4,2.4,2.4,7.0,950.6,0,948.7,12.8,7.4,94.0,1.7
1138,2024-02-29,98,94,87,12.8,7.4,9.6,6.3,1.7,5.3,948.7,0,941.2,8.6,7.3,93.0,1.3
1139,2024-03-01,97,93,84,8.6,7.3,9.7,5.8,1.3,4.3,941.2,1,941.8,3.8,8.1,82.0,1.4
1140,2024-03-02,97,82,54,3.8,8.1,12.1,5.3,1.4,6.0,941.8,1,937.9,74.1,3.2,95.0,2.1
1141,2024-03-03,97,95,92,74.1,3.2,6.5,1.6,2.1,8.6,937.9,1,942.7,11.8,6.2,83.0,2.4
1142,2024-03-04,97,83,58,11.8,6.2,12.7,1.8,2.4,7.9,942.7,1,945.6,0.0,8.7,64.0,2.1
1143,2024-03-05,86,64,32,0.0,8.7,14.7,3.4,2.1,11.6,945.6,1,949.2,0.0,7.1,56.0,2.4
1144,2024-03-06,84,56,32,0.0,7.1,11.7,3.5,2.4,8.7,949.2,1,949.9,0.0,7.9,45.0,2.1
1145,2024-03-07,59,45,31,0.0,7.9,13.9,3.4,2.1,5.7,949.9,1,947.8,16.2,4.8,78.0,1.6
1146,2024-03-08,97,78,56,16.2,4.8,7.8,0.6,1.6,5.5,947.8,1,943.8,15.4,3.6,92.0,1.3
1147,2024-03-09,97,92,80,15.4,3.6,6.2,1.5,1.3,4.9,943.8,1,935.6,34.8,4.0,88.0,1.5
1148,2024-03-10,98,88,51,34.8,4.0,10.5,0.3,1.5,7.6,935.6,1,941.0,1.4,6.4,75.0,1.7
1149,2024-03-11,93,75,54,1.4,6.4,11.4,3.1,1.7,7.6,941.0,1,947.6,0.0,10.7,40.0,2.7
1150,2024-03-12,59,40,16,0.0,10.7,17.0,5.0,2.7,8.8,947.6,1,950.5,0.0,10.7,49.0,2.1
1151,2024-03-13,63,49,33,0.0,10.7,16.6,5.8,2.1,5.9,950.5,1,951.6,0.0,10.8,61.0,1.8
1152,2024-03-14,76,61,48,0.0,10.8,16.3,6.0,1.8,5.8,951.6,1,951.1,0.0,11.2,69.0,1.7
1153,2024-03-15,82,69,53,0.0,11.2,16.4,7.2,1.7,5.7,951.1,1,953.0,0.0,11.8,61.0,1.7
1154,2024-03-16,89,61,39,0.0,11.8,18.8,5.0,1.7,5.5,953.0,1,954.8,0.0,11.9,58.0,1.8
1155,2024-03-17,81,58,46,0.0,11.9,16.3,8.8,1.8,6.0,954.8,1,949.2,0.0,12.0,71.0,1.7
1156,2024-03-18,84,71,58,0.0,12.0,16.9,7.5,1.7,5.3,949.2,1,951.2,0.0,13.1,60.0,1.8
1157,2024-03-19,79,60,43,0.0,13.1,18.3,8.8,1.8,6.9,951.2,1,956.1,0.0,11.2,79.0,1.2
1158,2024-03-20,92,79,66,0.0,11.2,14.6,7.0,1.2,5.2,956.1,1,955.3,0.0,13.6,65.0,1.8
1159,2024-03-21,82,65,48,0.0,13.6,19.9,8.0,1.8,6.0,955.3,1,953.6,0.0,13.3,62.0,1.9
1160,2024-03-22,82,62,48,0.0,13.3,17.6,10.3,1.9,6.6,953.6,1,945.1,0.0,13.9,45.0,2.3
1161,2024-03-23,77,45,8,0.0,13.9,22.2,7.5,2.3,10.9,945.1,1,942.7,0.0,9.6,34.0,2.0
1162,2024-03-24,58,34,17,0.0,9.6,16.4,3.7,2.0,7.6,942.7,1,942.2,1.0,8.0,40.0,1.9
1163,2024-03-25,91,40,24,1.0,8.0,12.2,3.5,1.9,7.4,942.2,1,935.6,3.6,6.0,87.0,1.0
1164,2024-03-28,97,87,65,3.6,6.0,11.4,1.0,1.0,5.2,935.6,1,945.5,2.0,6.9,94.0,1.0
1165,2024-03-29,98,94,82,2.0,6.9,8.8,5.9,1.0,3.8,945.5,1,940.9,10.8,7.0,91.0,1.3
1166,2024-03-30,97,91,83,10.8,7.0,9.5,3.5,1.3,5.6,940.9,1,939.1,26.0,8.3,88.0,1.4
1167,2024-03-31,98,88,63,26.0,8.3,13.5,3.8,1.4,5.2,939.1,1,937.4,9.4,11.7,52.0,3.4
1168,2024-04-01,97,52,21,9.4,11.7,18.5,6.0,3.4,11.5,937.4,1,947.0,0.0,13.4,35.0,2.0
1169,2024-04-02,50,35,13,0.0,13.4,19.6,7.3,2.0,7.1,947.0,1,949.2,0.0,11.8,65.0,1.5
1170,2024-04-03,94,65,49,0.0,11.8,17.1,7.6,1.5,6.1,949.2,1,953.2,0.0,12.0,77.0,1.2
1171,2024-04-04,95,77,49,0.0,12.0,18.1,6.1,1.2,5.9,953.2,1,956.9,0.0,13.6,74.0,1.4
1172,2024-04-05,88,74,59,0.0,13.6,17.8,9.9,1.4,4.6,956.9,1,957.7,0.0,15.3,67.0,1.7
1173,2024-04-06,85,67,50,0.0,15.3,21.1,10.7,1.7,5.9,957.7,1,955.8,0.0,16.6,65.0,1.5
1174,2024-04-07,84,65,51,0.0,16.6,21.1,12.7,1.5,4.5,955.8,1,952.1,0.0,17.5,58.0,1.8
1175,2024-04-08,77,58,45,0.0,17.5,22.3,13.7,1.8,5.4,952.1,1,950.2,16.0,11.0,88.0,1.3
1176,2024-04-09,97,88,63,16.0,11.0,15.7,7.2,1.3,5.4,950.2,1,954.3,14.6,8.3,80.0,2.2
1177,2024-04-10,95,80,43,14.6,8.3,14.3,6.1,2.2,7.9,954.3,1,962.3,0.6,15.0,64.0,2.2
1178,2024-04-11,95,64,35,0.6,15.0,22.2,7.8,2.2,8.6,962.3,1,963.3,0.0,17.7,54.0,1.8
1179,2024-04-12,80,54,41,0.0,17.7,23.8,11.0,1.8,7.0,963.3,1,961.5,0.0,19.1,53.0,1.9
1180,2024-04-13,78,53,40,0.0,19.1,24.7,14.0,1.9,6.9,961.5,1,956.9,0.0,20.1,53.0,1.8
1181,2024-04-14,75,53,41,0.0,20.1,26.4,14.6,1.8,6.6,956.9,1,947.0,0.0,17.5,66.0,1.5
1182,2024-04-15,94,66,42,0.0,17.5,23.1,13.3,1.5,6.1,947.0,1,938.3,0.0,14.3,40.0,2.4
1183,2024-04-16,79,40,13,0.0,14.3,20.5,5.2,2.4,12.3,938.3,1,940.6,0.0,10.5,31.0,2.2
1184,2024-04-17,54,31,13,0.0,10.5,16.9,4.9,2.2,9.2,940.6,1,944.6,1.2,6.8,53.0,2.9
1185,2024-04-18,91,53,27,1.2,6.8,12.1,3.2,2.9,13.9,944.6,1,947.6,0.0,11.0,40.0,2.8
1186,2024-04-19,70,40,17,0.0,11.0,18.2,2.7,2.8,10.4,947.6,1,945.4,0.0,10.6,40.0,1.9
1187,2024-04-20,72,40,16,0.0,10.6,16.3,4.0,1.9,8.9,945.4,1,946.8,6.8,8.2,51.0,2.6
1188,2024-04-21,95,51,26,6.8,8.2,15.3,2.7,2.6,11.7,946.8,1,946.7,14.8,2.2,95.0,1.5
1189,2024-04-22,97,95,91,14.8,2.2,3.5,0.5,1.5,7.2,946.7,1,943.1,8.0,4.3,84.0,1.8
1190,2024-04-23,97,84,43,8.0,4.3,9.3,0.4,1.8,8.0,943.1,1,940.3,0.0,8.8,56.0,2.5
1191,2024-04-24,86,56,28,0.0,8.8,15.2,2.8,2.5,8.5,940.3,1,941.6,0.0,9.0,57.0,1.8
1192,2024-04-25,76,57,37,0.0,9.0,14.5,3.6,1.8,5.9,941.6,1,945.5,3.6,7.3,89.0,1.6
1193,2024-04-26,96,89,68,3.6,7.3,8.8,6.5,1.6,6.7,945.5,1,950.5,1.0,7.4,92.0,1.0
1194,2024-04-27,97,92,82,1.0,7.4,8.6,6.3,1.0,3.3,950.5,1,954.6,4.0,8.5,93.0,1.2
1195,2024-04-28,97,93,84,4.0,8.5,11.1,6.4,1.2,4.9,954.6,1,956.6,0.0,13.0,71.0,1.8
1196,2024-04-29,93,71,53,0.0,13.0,18.3,7.8,1.8,6.2,956.6,1,953.0,1.8,14.5,65.0,1.9
1197,2024-04-30,91,65,43,1.8,14.5,18.7,11.1,1.9,5.8,953.0,1,944.1,72.1,10.4,95.0,2.4
1198,2024-05-01,97,95,92,72.1,10.4,11.6,9.3,2.4,9.4,944.1,1,940.0,9.2,9.4,92.0,1.9
1199,2024-05-02,97,92,74,9.2,9.4,14.0,7.0,1.9,7.4,940.0,1,946.3,1.6,12.8,69.0,2.2
1200,2024-05-03,95,69,29,1.6,12.8,20.3,6.7,2.2,12.3,946.3,1,950.6,0.0,13.0,68.0,1.7
1201,2024-05-04,89,68,49,0.0,13.0,17.9,6.9,1.7,5.8,950.6,1,949.8,0.2,14.3,74.0,1.5
1202,2024-05-05,94,74,53,0.2,14.3,19.1,9.7,1.5,6.0,949.8,1,947.6,7.6,12.6,85.0,1.7
1203,2024-05-06,96,85,47,7.6,12.6,18.5,10.6,1.7,10.3,947.6,1,948.1,30.1,10.6,93.0,1.8
1204,2024-05-07,97,93,80,30.1,10.6,13.8,7.7,1.8,14.5,948.1,1,952.2,4.5,14.3,68.0,2.0
1205,2024-05-08,94,68,40,4.5,14.3,20.2,8.4,2.0,7.3,952.2,1,954.7,0.6,15.8,69.0,1.9
1206,2024-05-09,94,69,41,0.6,15.8,21.5,11.5,1.9,6.8,954.7,1,954.4,0.0,16.8,63.0,1.8
1207,2024-05-10,81,63,44,0.0,16.8,22.4,12.1,1.8,6.6,954.4,1,953.8,0.0,18.3,59.0,1.9
1208,2024-05-11,74,59,41,0.0,18.3,23.9,13.3,1.9,5.7,953.8,1,952.0,1.0,17.5,69.0,2.1
1209,2024-05-12,93,69,44,1.0,17.5,23.2,12.5,2.1,8.5,952.0,1,950.1,1.0,14.9,86.0,1.7
1210,2024-05-13,95,86,61,1.0,14.9,19.9,11.9,1.7,6.2,950.1,1,946.1,16.0,13.1,95.0,1.5
1211,2024-05-14,98,95,91,16.0,13.1,14.7,11.1,1.5,4.8,946.1,1,944.0,19.2,11.6,95.0,1.4
1212,2024-05-15,98,95,82,19.2,11.6,13.8,9.6,1.4,6.4,944.0,1,941.9,2.6,12.3,90.0,1.5
1213,2024-05-16,97,90,66,2.6,12.3,16.2,9.1,1.5,6.3,941.9,1,945.1,0.0,12.8,80.0,1.4
1214,2024-05-17,94,80,64,0.0,12.8,17.8,6.7,1.4,4.7,945.1,1,948.4,3.0,13.8,80.0,1.8
1215,2024-05-18,94,80,58,3.0,13.8,19.5,9.3,1.8,12.2,948.4,1,947.6,0.0,15.3,72.0,1.8
1216,2024-05-19,94,72,48,0.0,15.3,21.2,8.9,1.8,5.9,947.6,1,946.1,4.2,15.2,79.0,1.7
1217,2024-05-20,95,79,59,4.2,15.2,19.8,12.3,1.7,6.4,946.1,1,942.5,0.0,16.1,74.0,1.7
1218,2024-05-21,96,74,45,0.0,16.1,22.3,11.1,1.7,6.7,942.5,1,946.6,2.0,15.5,73.0,2.0
1219,2024-05-22,94,73,51,2.0,15.5,20.8,9.9,2.0,7.3,946.6,1,951.0,24.0,12.8,88.0,1.8
1220,2024-05-23,95,88,64,24.0,12.8,18.3,9.1,1.8,11.0,951.0,1,952.6,0.0,13.9,78.0,1.9
1221,2024-05-24,92,78,60,0.0,13.9,18.0,9.0,1.9,8.5,952.6,1,952.3,0.0,15.3,74.0,1.5
1222,2024-05-25,95,74,50,0.0,15.3,20.0,10.6,1.5,6.4,952.3,1,953.1,0.0,18.0,70.0,1.8
1223,2024-05-26,86,70,48,0.0,18.0,23.7,12.2,1.8,6.9,953.1,1,953.6,15.0,15.6,87.0,1.8
1224,2024-05-27,96,87,67,15.0,15.6,18.5,12.3,1.8,6.6,953.6,1,950.7,0.0,17.5,65.0,1.8
1225,2024-05-28,95,65,37,0.0,17.5,23.6,11.0,1.8,6.0,950.7,1,949.3,0.0,18.1,70.0,1.7
1226,2024-05-29,88,70,55,0.0,18.1,21.7,13.7,1.7,5.7,949.3,1,941.4,0.2,18.3,78.0,1.6
1227,2024-05-30,91,78,56,0.2,18.3,23.0,15.1,1.6,5.9,941.4,1,940.7,19.9,17.3,61.0,2.0
1228,2024-05-31,97,61,31,19.9,17.3,22.3,13.2,2.0,9.5,940.7,1,946.9,4.8,15.7,65.0,2.0
1229,2024-06-01,93,65,39,4.8,15.7,22.1,11.2,2.0,7.7,946.9,2,950.5,0.0,16.4,65.0,1.8
1230,2024-06-02,88,65,38,0.0,16.4,21.0,11.7,1.8,6.7,950.5,2,948.9,0.0,18.4,64.0,1.8
1231,2024-06-03,85,64,42,0.0,18.4,23.4,12.6,1.8,5.9,948.9,2,949.1,0.0,17.9,70.0,2.5
1232,2024-06-04,83,70,50,0.0,17.9,22.8,13.8,2.5,9.0,949.1,2,951.1,0.0,18.8,66.0,1.9
1233,2024-06-05,84,66,46,0.0,18.8,25.4,13.1,1.9,5.9,951.1,2,953.1,0.0,20.2,71.0,1.8
1234,2024-06-06,86,71,49,0.0,20.2,25.7,14.3,1.8,6.1,953.1,2,952.5,0.0,21.5,72.0,1.6
1235,2024-06-07,88,72,53,0.0,21.5,27.5,16.1,1.6,5.4,952.5,2,949.5,0.0,20.1,77.0,1.4
1236,2024-06-08,90,77,64,0.0,20.1,23.0,16.7,1.4,5.0,949.5,2,944.0,21.6,18.7,84.0,1.7
1237,2024-06-09,97,84,60,21.6,18.7,23.1,15.0,1.7,9.5,944.0,2,941.0,9.2,19.3,78.0,1.7
1238,2024-06-10,97,78,55,9.2,19.3,25.3,13.3,1.7,6.1,941.0,2,943.7,3.0,19.4,77.0,1.9
1239,2024-06-11,99,77,51,3.0,19.4,23.6,15.3,1.9,6.4,943.7,2,947.4,1.6,16.0,87.0,2.2
1240,2024-06-12,100,87,57,1.6,16.0,21.3,13.3,2.2,8.8,947.4,2,950.3,0.2,17.3,70.0,1.6
1241,2024-06-13,97,70,40,0.2,17.3,22.7,12.8,1.6,6.1,950.3,2,951.1,0.0,17.5,75.0,1.8
1242,2024-06-14,87,75,63,0.0,17.5,20.9,14.1,1.8,6.3,951.1,2,946.7,0.0,17.7,83.0,1.5
1243,2024-06-15,94,83,59,0.0,17.7,22.3,14.6,1.5,5.7,946.7,2,947.4,0.0,19.3,70.0,1.6
1244,2024-06-16,91,70,47,0.0,19.3,24.1,14.5,1.6,5.8,947.4,2,951.6,0.0,20.4,69.0,1.7
1245,2024-06-17,83,69,55,0.0,20.4,24.7,15.2,1.7,6.1,951.6,2,953.8,0.0,21.7,70.0,1.7
1246,2024-06-18,84,70,53,0.0,21.7,25.7,17.5,1.7,6.1,953.8,2,953.8,0.2,21.7,71.0,1.8
1247,2024-06-19,85,71,45,0.2,21.7,26.7,18.1,1.8,6.8,953.8,2,956.1,9.0,19.7,85.0,1.8
1248,2024-06-20,94,85,72,9.0,19.7,22.2,17.4,1.8,7.9,956.1,2,951.5,7.2,18.7,88.0,1.9
1249,2024-06-21,95,88,64,7.2,18.7,24.4,15.7,1.9,8.6,951.5,2,947.0,45.4,20.1,66.0,2.0
1250,2024-06-22,94,66,38,45.4,20.1,25.9,12.5,2.0,10.2,947.0,2,948.9,9.4,13.9,90.0,2.2
1251,2024-06-23,95,90,77,9.4,13.9,16.1,12.7,2.2,9.1,948.9,2,950.9,22.9,15.1,93.0,2.4
1252,2024-06-24,95,93,87,22.9,15.1,16.1,14.0,2.4,7.4,950.9,2,949.8,4.2,17.3,85.0,2.0
1253,2024-06-25,95,85,65,4.2,17.3,21.6,14.9,2.0,6.3,949.8,2,948.4,0.0,20.2,71.0,1.8
1254,2024-06-26,87,71,51,0.0,20.2,25.2,14.1,1.8,6.0,948.4,2,948.2,0.0,22.8,70.0,1.6
1255,2024-06-27,87,70,51,0.0,22.8,28.8,15.3,1.6,5.0,948.2,2,952.2,0.0,24.8,69.0,1.7
1256,2024-06-28,84,69,50,0.0,24.8,30.2,19.1,1.7,5.2,952.2,2,951.6,0.0,23.0,82.0,1.5
1257,2024-06-29,94,82,68,0.0,23.0,25.7,18.5,1.5,5.7,951.6,2,947.4,0.0,21.8,72.0,1.6
1258,2024-06-30,92,72,54,0.0,21.8,27.0,14.9,1.6,6.2,947.4,2,947.0,4.8,20.5,78.0,2.0
1259,2024-07-01,92,78,64,4.8,20.5,25.7,16.9,2.0,9.9,947.0,2,945.5,0.0,21.4,60.0,2.3
1260,2024-07-02,81,60,35,0.0,21.4,27.4,16.6,2.3,8.6,945.5,2,944.3,1.4,18.3,80.0,1.6
1261,2024-07-03,93,80,58,1.4,18.3,22.2,15.3,1.6,7.2,944.3,2,946.9,0.0,20.1,66.0,1.6
1262,2024-07-04,90,66,43,0.0,20.1,26.7,13.6,1.6,5.8,946.9,2,950.6,0.0,21.1,69.0,1.3
1263,2024-07-05,83,69,50,0.0,21.1,24.7,17.2,1.3,5.2,950.6,2,947.7,1.0,21.5,74.0,1.7
1264,2024-07-06,90,74,53,1.0,21.5,25.8,18.2,1.7,6.4,947.7,2,947.5,0.0,21.2,77.0,1.8
1265,2024-07-07,90,77,57,0.0,21.2,25.6,17.5,1.8,7.2,947.5,2,951.9,0.0,22.6,72.0,1.4
1266,2024-07-08,90,72,49,0.0,22.6,27.2,18.8,1.4,5.4,951.9,2,953.2,0.0,24.4,65.0,1.8
1267,2024-07-09,81,65,45,0.0,24.4,29.7,19.4,1.8,7.3,953.2,2,952.5,0.0,24.9,67.0,1.9
1268,2024-07-10,81,67,51,0.0,24.9,29.9,20.0,1.9,5.5,952.5,2,951.0,0.0,25.8,63.0,1.9
1269,2024-07-11,84,63,46,0.0,25.8,31.2,20.0,1.9,6.5,951.0,2,947.8,1.2,22.3,82.0,1.9
1270,2024-07-12,93,82,66,1.2,22.3,26.0,18.1,1.9,7.2,947.8,2,946.4,0.0,21.7,71.0,1.8
1271,2024-07-13,90,71,50,0.0,21.7,28.0,15.3,1.8,5.7,946.4,2,948.7,0.0,23.1,65.0,1.7
1272,2024-07-14,83,65,50,0.0,23.1,28.7,16.8,1.7,5.2,948.7,2,949.8,0.0,24.3,67.0,1.7
1273,2024-07-15,85,67,52,0.0,24.3,28.8,20.1,1.7,5.9,949.8,2,949.2,0.0,25.2,66.0,1.8
1274,2024-07-16,84,66,44,0.0,25.2,31.3,19.5,1.8,5.2,949.2,2,951.4,0.0,25.2,59.0,1.7
1275,2024-07-17,77,59,41,0.0,25.2,30.5,19.7,1.7,5.1,951.4,2,954.1,0.0,26.3,61.0,1.8
1276,2024-07-18,78,61,41,0.0,26.3,31.3,21.9,1.8,6.0,954.1,2,952.4,0.0,25.6,65.0,1.7
1277,2024-07-19,80,65,44,0.0,25.6,29.5,21.6,1.7,8.9,952.4,2,947.3,0.0,25.4,60.0,2.1
1278,2024-07-20,88,60,39,0.0,25.4,31.6,18.6,2.1,10.0,947.3,2,946.4,19.3,22.2,74.0,1.8
1279,2024-07-21,93,74,54,19.3,22.2,27.4,18.6,1.8,8.7,946.4,2,949.4,0.0,24.8,52.0,2.1
1280,2024-07-22,70,52,34,0.0,24.8,31.1,18.0,2.1,7.5,949.4,2,952.0,0.0,25.2,63.0,1.5
1281,2024-07-23,80,63,50,0.0,25.2,30.4,20.4,1.5,5.5,952.0,2,949.4,0.0,25.3,66.0,1.6
1282,2024-07-24,80,66,51,0.0,25.3,29.7,20.4,1.6,5.5,949.4,2,948.6,0.0,24.4,72.0,1.5
1283,2024-07-25,84,72,56,0.0,24.4,28.3,21.5,1.5,5.9,948.6,2,949.2,0.0,24.8,74.0,1.5
1284,2024-07-26,87,74,58,0.0,24.8,29.0,20.9,1.5,5.7,949.2,2,952.3,0.0,25.4,70.0,1.5
1285,2024-07-27,84,70,56,0.0,25.4,29.5,20.7,1.5,5.0,952.3,2,954.1,0.0,26.5,69.0,1.7
1286,2024-07-28,86,69,51,0.0,26.5,32.4,21.6,1.7,5.5,954.1,2,954.8,0.0,26.0,71.0,1.5
1287,2024-07-29,84,71,57,0.0,26.0,30.1,22.3,1.5,5.5,954.8,2,953.8,0.0,26.0,71.0,1.6
1288,2024-07-30,86,71,53,0.0,26.0,31.6,22.9,1.6,7.6,953.8,2,951.3,1.6,25.3,65.0,2.2
1289,2024-07-31,87,65,52,1.6,25.3,30.8,20.0,2.2,14.0,951.3,2,947.8,0.0,25.7,62.0,2.0
1290,2024-08-01,80,62,40,0.0,25.7,32.2,20.6,2.0,7.2,947.8,2,946.2,1.4,24.9,66.0,2.3
1291,2024-08-02,90,66,52,1.4,24.9,30.4,19.5,2.3,13.7,946.2,2,946.0,0.0,25.4,55.0,1.8
1292,2024-08-03,79,55,36,0.0,25.4,31.2,19.6,1.8,5.8,946.0,2,948.5,0.0,24.6,68.0,1.5
