DATA,Umidità massima (%),Umidità media (%),Umidità minima (%),Precipitazione (mm),Temperatura media (°C),Temperatura massima (°C),Temperatura minima (°C),Velocità media (m/s),Velocità raffica (m/s),Settore prevalente,Tempo permanenza (min),Durata calma (min),Valore pressione,Stagione
2023-07-02,84,67,51,0.0,22.7,27.8,16.9,1.7,5.3,WSW,360.0,0.0,946.0,Estate
2023-07-03,83,68,42,0.0,23.2,27.5,19.5,1.7,8.4,WSW,220.0,60.0,947.5,Estate
2023-07-04,91,72,54,0.4,21.6,26.2,17.6,1.6,6.0,WSW,310.0,10.0,949.8,Estate
2023-07-05,82,66,55,0.0,21.8,27.5,16.7,1.6,5.6,WSW,270.0,30.0,949.7,Estate
2023-07-06,88,67,49,0.0,20.8,27.3,17.0,1.9,10.0,SW,240.0,0.0,951.6,Estate
2023-07-07,83,70,53,0.0,21.5,26.2,16.7,1.4,5.5,SW,310.0,0.0,956.2,Estate
2023-07-08,84,68,52,0.0,23.0,27.9,19.4,1.4,5.5,WSW,240.0,0.0,956.8,Estate
2023-07-09,81,63,43,0.0,25.6,31.8,19.3,1.8,5.6,WSW,370.0,0.0,956.9,Estate
2023-07-10,75,63,44,0.0,27.1,32.9,21.9,1.8,5.4,WSW,450.0,0.0,956.1,Estate
2023-07-11,84,66,47,0.0,26.7,31.8,21.9,1.8,6.0,WSW,350.0,10.0,953.1,Estate
2023-07-12,94,78,64,0.0,23.7,26.2,21.3,1.8,6.6,NNE,380.0,10.0,950.9,Estate
2023-07-13,96,78,52,3.4,23.5,28.6,19.9,1.5,5.1,NE,240.0,10.0,950.2,Estate
2023-07-14,96,82,64,0.2,22.6,25.6,20.5,1.9,6.3,NNE,460.0,0.0,952.8,Estate
2023-07-15,92,72,56,0.0,24.0,28.7,20.4,1.3,4.4,ENE,240.0,30.0,952.3,Estate
2023-07-16,84,69,49,0.0,25.2,30.8,20.5,1.7,5.6,WSW,400.0,0.0,951.8,Estate
2023-07-17,82,69,51,0.0,26.3,32.1,21.4,1.7,5.9,WSW,350.0,0.0,953.2,Estate
2023-07-18,86,71,54,0.0,26.9,32.6,21.4,1.5,5.3,WSW,280.0,10.0,953.1,Estate
2023-07-19,82,58,27,0.0,27.4,34.2,21.9,1.8,6.6,SW,310.0,0.0,948.0,Estate
2023-07-20,79,58,40,0.0,25.6,30.6,21.6,1.7,5.5,WSW,340.0,0.0,946.1,Estate
2023-07-21,87,67,49,0.0,24.7,30.7,20.4,1.8,8.1,ENE,230.0,10.0,944.8,Estate
2023-07-22,83,64,50,0.0,23.6,28.9,19.2,1.5,4.9,WSW,330.0,10.0,949.1,Estate
2023-07-23,83,60,41,0.0,24.2,30.7,17.3,1.9,7.2,WSW,300.0,10.0,951.0,Estate
2023-07-24,96,85,69,1.6,21.3,24.4,18.7,1.7,7.4,NNE,280.0,60.0,946.5,Estate
2023-07-25,98,63,26,0.2,22.6,28.9,17.1,1.5,5.9,NE,280.0,20.0,939.4,Estate
2023-07-26,53,36,22,0.0,21.5,27.9,15.9,2.1,6.6,SW,320.0,0.0,945.8,Estate
2023-07-27,74,52,39,0.0,20.3,25.7,15.4,1.9,6.1,WSW,340.0,0.0,950.4,Estate
2023-07-28,80,62,44,0.0,21.9,28.0,17.0,1.7,6.7,SW,280.0,0.0,949.3,Estate
2023-07-29,94,68,52,14.8,22.9,28.1,18.0,1.7,10.1,SW,240.0,20.0,949.2,Estate
2023-07-30,94,71,44,2.6,23.2,29.8,18.2,1.8,9.2,SW,210.0,10.0,948.6,Estate
2023-07-31,78,62,48,0.0,23.6,28.4,18.9,1.5,5.5,WSW,410.0,0.0,948.5,Estate
2023-08-01,83,66,50,0.0,23.6,28.7,19.2,1.7,6.3,WSW,290.0,0.0,941.9,Estate
2023-08-02,89,59,37,0.0,23.7,30.1,18.9,1.7,5.6,ENE,300.0,0.0,942.4,Estate
2023-08-03,87,66,28,0.0,23.8,30.2,19.0,1.9,6.7,WSW,230.0,0.0,941.0,Estate
2023-08-04,92,62,37,7.2,17.7,24.3,12.9,2.8,12.1,SW,510.0,0.0,943.6,Estate
2023-08-10,82,60,36,0.0,22.3,28.3,17.1,1.7,5.4,WSW,460.0,10.0,954.0,Estate
2023-08-11,80,64,45,0.0,23.5,29.5,18.1,1.7,5.9,WSW,230.0,10.0,957.2,Estate
2023-08-12,81,68,51,0.0,24.5,29.3,20.1,1.5,4.8,SW,260.0,0.0,956.3,Estate
2023-08-13,82,66,46,0.0,24.4,29.7,21.3,1.8,7.6,SW,440.0,0.0,954.8,Estate
2023-08-14,84,66,50,0.0,24.0,30.0,19.6,2.0,7.3,SW,300.0,0.0,954.5,Estate
2023-08-15,78,63,48,0.0,25.3,31.0,20.0,1.8,5.6,WSW,380.0,0.0,953.5,Estate
2023-08-16,92,70,49,2.4,24.9,31.3,21.1,1.8,7.0,WSW,270.0,10.0,953.8,Estate
2023-08-17,94,69,38,26.7,24.1,30.5,16.2,2.5,16.6,SW,500.0,0.0,952.7,Estate
2023-08-18,78,64,47,0.0,24.1,30.4,17.7,1.9,5.6,WSW,400.0,0.0,952.5,Estate
2023-08-19,84,65,47,0.0,26.2,31.9,20.4,1.6,5.7,WSW,340.0,20.0,953.7,Estate
2023-08-20,72,62,47,0.0,26.6,32.4,21.4,1.8,5.1,WSW,440.0,10.0,955.9,Estate
2023-08-21,71,55,36,0.0,27.2,33.4,22.4,1.9,5.8,WSW,450.0,10.0,957.0,Estate
2023-08-22,63,51,34,0.0,27.6,34.1,22.5,2.0,5.7,WSW,490.0,0.0,954.9,Estate
2023-08-23,64,51,32,0.0,28.5,35.7,23.0,2.0,6.7,WSW,390.0,0.0,953.1,Estate
2023-08-24,57,46,35,0.0,28.0,35.2,23.4,2.1,7.0,SW,440.0,0.0,952.5,Estate
2023-08-25,66,51,38,0.0,27.4,33.3,22.5,1.8,5.5,WSW,300.0,10.0,949.3,Estate
2023-08-26,86,63,44,0.0,23.9,29.1,20.6,1.8,10.7,SW,190.0,0.0,947.3,Estate
2023-08-27,94,82,45,38.8,19.7,24.1,15.2,2.1,9.6,NNW,170.0,10.0,943.1,Estate
2023-08-28,95,91,76,59.7,14.8,16.6,13.6,1.9,9.8,WSW,390.0,0.0,936.7,Estate
2023-08-29,91,62,29,2.2,17.4,23.8,12.6,2.3,8.9,SW,500.0,0.0,939.5,Estate
2023-08-30,73,57,36,0.0,18.3,23.8,14.0,1.7,5.0,WSW,460.0,0.0,942.4,Estate
2023-08-31,82,61,38,0.0,19.2,25.0,14.1,1.9,6.2,SW,360.0,0.0,948.9,Estate
2023-09-01,83,72,56,0.0,19.1,23.4,14.4,1.4,5.7,WSW,350.0,20.0,953.7,Autunno
2023-09-02,86,68,48,0.0,20.9,25.8,16.6,1.6,5.4,WSW,520.0,10.0,956.3,Autunno
2023-09-03,74,53,34,0.0,22.2,29.2,16.8,2.2,6.7,SW,590.0,0.0,958.0,Autunno
2023-09-04,78,58,43,0.0,22.0,27.0,17.7,1.8,5.2,WSW,450.0,0.0,957.6,Autunno
2023-09-05,83,75,64,0.0,20.2,21.1,17.7,1.4,5.3,NNW,230.0,50.0,957.3,Autunno
2023-09-06,84,61,35,0.0,20.4,26.5,15.6,1.9,6.7,SW,430.0,0.0,956.9,Autunno
2023-09-07,71,56,41,0.0,20.6,26.6,16.0,1.9,5.5,WSW,520.0,0.0,956.5,Autunno
2023-09-08,74,61,41,0.0,21.0,26.9,16.8,2.0,6.2,WSW,520.0,0.0,955.7,Autunno
2023-09-09,75,60,37,0.0,21.7,28.1,16.7,1.9,5.8,WSW,460.0,0.0,954.8,Autunno
2023-09-10,65,53,37,0.0,22.1,28.8,17.0,2.0,6.5,WSW,450.0,0.0,954.6,Autunno
2023-09-11,71,56,41,0.0,22.6,29.0,16.9,1.9,5.9,WSW,460.0,0.0,951.7,Autunno
2023-09-12,82,67,48,0.0,22.5,27.4,18.6,1.4,5.5,WSW,390.0,20.0,950.8,Autunno
2023-09-13,96,80,62,0.2,20.3,24.3,17.1,1.8,6.4,N,290.0,10.0,951.8,Autunno
2023-09-14,96,80,54,2.8,18.8,25.3,15.8,2.0,9.3,SW,370.0,20.0,953.1,Autunno
2023-09-15,94,85,73,1.6,17.6,21.4,15.1,1.3,4.9,WSW,210.0,30.0,954.1,Autunno
2023-09-16,94,88,69,3.4,18.0,21.6,16.2,1.2,5.1,NNW,200.0,50.0,954.1,Autunno
2023-09-17,95,84,67,0.0,18.4,21.5,14.6,1.1,4.4,WSW,470.0,20.0,954.8,Autunno
2023-09-18,95,86,67,4.4,18.1,21.7,14.9,1.8,8.3,WSW,350.0,10.0,950.1,Autunno
2023-09-19,79,59,36,0.0,19.7,26.2,13.7,1.8,8.7,WSW,380.0,10.0,950.0,Autunno
2023-09-20,97,80,66,4.8,18.2,21.3,16.0,1.6,5.2,N,310.0,0.0,950.2,Autunno
2023-09-21,98,86,65,0.2,17.3,20.9,14.1,1.3,4.6,N,270.0,20.0,944.2,Autunno
2023-09-22,96,69,43,0.0,18.2,23.7,14.1,1.8,7.4,SW,320.0,20.0,940.1,Autunno
2023-09-23,94,69,40,15.7,14.1,20.3,10.7,2.4,10.2,WSW,380.0,0.0,947.7,Autunno
2023-09-24,75,58,33,0.0,15.3,21.7,10.5,2.1,6.8,WSW,460.0,0.0,955.1,Autunno
2023-09-25,77,59,39,0.0,15.5,21.9,10.5,1.9,7.3,WSW,480.0,0.0,957.3,Autunno
2023-09-26,67,50,33,0.0,17.5,23.9,12.8,2.0,6.7,WSW,430.0,0.0,957.1,Autunno
2023-09-27,75,59,44,0.0,18.1,24.1,13.8,2.0,5.5,WSW,470.0,0.0,956.4,Autunno
2023-09-28,76,62,40,0.0,19.2,25.1,15.6,2.0,6.8,WSW,440.0,0.0,955.5,Autunno
2023-09-29,77,65,46,0.0,19.1,25.2,14.9,1.8,5.1,WSW,500.0,10.0,956.9,Autunno
2023-09-30,82,69,48,0.0,19.0,24.6,14.8,1.6,4.9,WSW,500.0,0.0,957.4,Autunno
2023-10-01,82,70,49,0.0,19.6,25.4,15.4,1.7,4.6,WSW,430.0,10.0,959.5,Autunno
2023-10-02,83,71,53,0.0,20.2,25.0,16.6,1.5,4.6,WSW,410.0,0.0,960.0,Autunno
2023-10-03,87,73,51,0.0,19.7,25.3,15.9,1.8,5.3,SW,530.0,10.0,957.3,Autunno
2023-10-04,83,73,55,0.0,18.9,24.0,15.5,1.5,4.9,WSW,450.0,0.0,958.0,Autunno
2023-10-05,91,80,67,0.0,18.6,21.4,16.1,1.1,4.8,NE,200.0,90.0,958.9,Autunno
2023-10-06,85,72,55,0.0,18.8,23.3,15.0,1.4,5.4,WSW,320.0,20.0,959.6,Autunno
2023-10-07,86,66,47,0.0,18.6,24.4,13.7,1.6,5.9,SW,470.0,10.0,959.2,Autunno
2023-10-08,50,33,15,0.0,23.3,32.1,17.8,2.8,8.6,SW,720.0,0.0,959.2,Autunno
2023-10-09,56,38,25,0.0,22.6,29.3,18.9,2.0,7.3,WSW,550.0,10.0,957.4,Autunno
2023-10-10,73,40,25,0.0,22.0,28.4,17.8,2.0,7.1,WSW,430.0,20.0,955.7,Autunno
2023-10-11,82,65,53,0.0,18.7,23.7,14.6,1.6,4.8,WSW,430.0,0.0,956.9,Autunno
2023-10-12,81,67,49,0.0,18.1,23.8,14.2,1.8,5.4,WSW,480.0,0.0,955.9,Autunno
2023-10-13,82,68,52,0.0,17.9,23.2,14.3,1.7,5.8,WSW,430.0,10.0,955.6,Autunno
2023-10-14,89,76,58,0.0,16.4,21.9,12.7,1.5,4.8,SW,490.0,0.0,950.1,Autunno
2023-10-15,79,61,37,0.0,15.5,19.9,11.1,1.7,5.0,WSW,430.0,0.0,947.4,Autunno
2023-10-16,95,85,52,4.0,10.4,12.5,9.2,1.2,5.1,N,180.0,40.0,953.7,Autunno
2023-10-17,94,80,64,0.0,10.9,12.9,8.4,0.9,4.1,WSW,300.0,40.0,952.0,Autunno
2023-10-18,94,84,68,0.2,11.1,12.9,10.1,0.9,3.4,WNW,190.0,40.0,948.7,Autunno
2023-10-19,100,89,67,3.6,11.0,14.2,9.4,1.2,5.3,NNW,290.0,20.0,939.0,Autunno
2023-10-20,100,95,47,30.0,11.3,19.4,8.1,1.1,6.4,SW,150.0,80.0,927.8,Autunno
2023-10-21,99,83,61,0.0,12.5,17.9,8.3,1.6,5.4,SW,570.0,10.0,936.9,Autunno
2023-10-22,93,72,49,0.0,12.2,16.7,8.2,1.6,5.7,SW,390.0,10.0,946.7,Autunno
2023-10-23,99,90,71,4.4,12.2,14.7,10.7,1.3,4.9,NNE,390.0,30.0,951.3,Autunno
2023-10-24,100,97,85,30.0,10.6,13.0,6.7,1.2,5.4,NNE,160.0,30.0,943.3,Autunno
2023-10-25,99,89,63,0.0,10.3,16.2,5.7,1.1,4.6,W,230.0,40.0,940.0,Autunno
2023-10-26,98,90,76,0.2,11.4,14.8,8.7,1.2,4.0,SW,280.0,40.0,936.8,Autunno
2023-10-27,99,54,21,2.4,15.2,21.9,8.7,2.6,10.6,WSW,420.0,30.0,933.0,Autunno
2023-10-28,89,54,28,0.0,13.4,19.2,8.3,2.1,9.9,SW,470.0,20.0,941.3,Autunno
2023-10-29,97,84,70,0.0,11.0,13.8,7.8,1.2,4.0,SW,200.0,30.0,947.1,Autunno
2023-10-30,98,92,81,15.6,11.2,13.0,9.0,1.3,6.1,SW,300.0,10.0,942.3,Autunno
2023-10-31,95,52,31,0.4,13.7,20.8,8.5,2.1,8.1,WSW,430.0,0.0,941.2,Autunno
2023-11-01,96,74,50,0.0,9.5,12.8,7.2,1.4,5.2,SW,260.0,30.0,946.7,Autunno
2023-11-02,99,97,94,14.2,8.1,9.2,5.7,1.0,5.5,SSE,200.0,20.0,931.8,Autunno
2023-11-03,99,54,21,0.2,10.0,15.0,5.3,2.1,11.2,SW,370.0,10.0,924.6,Autunno
2023-11-04,97,74,52,6.2,7.0,10.2,4.0,1.5,4.6,WSW,240.0,0.0,931.0,Autunno
2023-11-05,99,62,29,0.6,11.2,18.8,3.8,1.9,11.6,SW,300.0,30.0,930.4,Autunno
2023-11-06,88,60,38,0.0,9.9,14.8,5.7,1.7,7.3,WSW,330.0,20.0,944.7,Autunno
2023-11-07,86,61,42,0.0,8.2,13.8,4.7,1.6,5.9,SW,500.0,30.0,950.0,Autunno
2023-11-08,83,57,41,0.0,7.8,13.4,3.7,1.7,5.8,SW,570.0,0.0,953.3,Autunno
2023-11-09,95,83,63,4.6,5.5,7.7,3.7,1.0,4.0,SW,330.0,50.0,950.3,Autunno
2023-11-10,97,81,36,0.0,5.1,10.0,1.5,1.4,8.3,SW,350.0,30.0,941.2,Autunno
2023-11-11,77,46,25,0.0,8.9,14.5,5.4,2.2,8.7,SW,540.0,10.0,941.3,Autunno
2023-11-12,88,67,45,0.0,6.3,10.3,3.1,1.4,6.0,SW,360.0,30.0,945.0,Autunno
2023-11-13,97,83,57,0.0,6.6,12.9,2.0,1.0,3.8,N,180.0,40.0,949.5,Autunno
2023-11-14,100,96,83,0.4,7.4,11.2,4.0,1.1,5.6,N,240.0,50.0,948.0,Autunno
2023-11-15,100,56,19,0.0,11.8,19.3,6.2,2.0,6.0,WSW,490.0,0.0,950.4,Autunno
2023-11-16,76,50,31,0.0,8.3,14.5,3.8,1.4,5.7,SW,500.0,0.0,950.2,Autunno
2023-11-17,64,43,18,0.0,9.5,16.1,4.7,1.9,6.3,SW,550.0,0.0,949.0,Autunno
2023-11-18,67,46,26,0.0,7.7,13.1,4.4,1.6,4.9,WSW,460.0,20.0,956.1,Autunno
2023-11-19,81,59,33,0.0,7.1,13.9,3.7,1.4,4.4,SW,580.0,10.0,952.8,Autunno
2023-11-20,99,80,55,0.0,6.1,12.3,1.6,0.9,3.7,WSW,220.0,80.0,947.8,Autunno
2023-11-21,100,89,57,0.0,8.4,14.2,5.7,0.9,3.8,ENE,210.0,90.0,943.6,Autunno
2023-11-22,100,56,32,0.0,8.0,13.2,3.0,1.9,5.7,WSW,510.0,10.0,950.1,Autunno
2023-11-23,79,53,31,0.0,6.4,13.1,2.2,1.4,5.6,WSW,460.0,30.0,954.1,Autunno
2023-11-24,66,34,8,0.0,10.7,20.1,2.3,2.0,11.3,SW,320.0,20.0,938.4,Autunno
2023-11-25,55,34,17,0.0,5.3,10.0,0.6,2.0,7.2,SW,380.0,0.0,941.6,Autunno
2023-11-26,55,33,17,0.0,3.9,9.2,0.2,1.6,6.3,SW,500.0,0.0,946.0,Autunno
2023-11-27,69,47,28,0.0,2.9,7.0,-1.3,1.2,4.7,WSW,330.0,80.0,942.6,Autunno
2023-11-28,65,39,18,0.0,6.0,13.9,-2.0,1.7,7.4,SW,520.0,0.0,932.4,Autunno
2023-12-01,100,89,63,6.8,3.5,7.4,-0.5,1.0,3.9,W,160.0,60.0,932.0,Inverno
2023-12-02,100,76,27,0.0,5.3,13.1,-0.2,1.3,4.5,WSW,290.0,40.0,932.5,Inverno
2023-12-03,72,56,28,0.0,2.0,7.1,-0.9,1.6,4.5,WSW,550.0,0.0,952.2,Inverno
2023-12-04,100,84,62,4.4,0.1,2.2,-1.3,0.8,3.1,N,240.0,190.0,953.1,Inverno
2023-12-05,100,80,52,0.0,0.8,5.4,-1.9,1.5,6.0,SW,430.0,220.0,945.9,Inverno
2023-12-06,79,50,26,0.0,3.5,11.4,-2.1,2.6,8.4,SW,770.0,10.0,946.6,Inverno
2023-12-07,68,49,32,0.0,3.3,8.1,0.4,1.5,5.0,SW,610.0,20.0,951.8,Inverno
2023-12-08,99,86,58,4.2,1.4,3.0,0.3,1.0,4.8,SW,330.0,70.0,949.8,Inverno
2023-12-09,100,97,79,0.2,1.0,4.8,-1.8,1.1,4.1,WSW,180.0,60.0,949.4,Inverno
2023-12-10,100,63,23,0.0,6.8,17.6,-2.2,1.9,7.9,SW,550.0,20.0,949.0,Inverno
2023-12-11,95,67,38,0.0,6.4,12.8,1.5,1.5,8.4,SW,260.0,20.0,946.7,Inverno
2023-12-12,100,94,80,0.0,4.8,8.4,1.0,1.0,4.1,NW,150.0,80.0,945.4,Inverno
2023-12-13,100,99,88,0.0,5.4,8.6,3.9,1.0,4.6,N,200.0,20.0,937.0,Inverno
2023-12-14,98,66,38,0.0,6.4,13.2,1.4,1.7,6.8,SW,430.0,10.0,946.3,Inverno
2023-12-15,47,38,26,0.0,7.4,13.1,4.4,2.2,7.4,WSW,540.0,0.0,961.0,Inverno
2023-12-16,91,57,38,0.0,3.8,8.1,0.1,1.5,4.8,SW,430.0,10.0,969.6,Inverno
2023-12-17,83,61,40,0.0,3.9,10.6,-1.5,1.3,5.4,WSW,510.0,30.0,971.4,Inverno
2023-12-18,63,47,27,0.0,8.1,14.9,2.8,1.6,5.4,SW,570.0,10.0,966.9,Inverno
2023-12-19,60,42,24,0.0,9.2,16.5,4.2,1.7,6.6,SW,630.0,10.0,958.0,Inverno
2023-12-20,59,46,27,0.0,7.6,15.6,3.3,1.6,4.6,SW,640.0,0.0,947.4,Inverno
2023-12-21,75,46,29,0.0,8.5,14.9,4.1,2.0,7.9,SW,530.0,10.0,943.4,Inverno
2023-12-22,49,29,14,0.0,12.8,20.2,6.2,2.1,7.2,SW,400.0,0.0,939.5,Inverno
2023-12-23,27,15,5,0.0,17.6,24.1,10.6,3.6,10.9,W,450.0,0.0,944.5,Inverno
2023-12-24,72,30,12,0.0,13.5,20.1,5.4,1.8,6.8,SW,400.0,30.0,948.4,Inverno
2023-12-25,93,61,30,0.0,7.4,14.2,3.0,1.4,4.6,WSW,370.0,40.0,951.0,Inverno
2023-12-26,97,84,65,0.0,5.2,11.1,1.7,1.1,4.1,SW,470.0,10.0,953.8,Inverno
2023-12-27,97,84,73,0.0,6.0,8.0,1.8,1.1,3.7,SW,540.0,80.0,959.1,Inverno
2023-12-28,87,73,62,0.0,6.4,9.2,2.9,1.5,5.7,SW,610.0,20.0,959.7,Inverno
2023-12-29,83,74,60,0.0,5.7,9.3,2.7,1.5,5.1,WSW,500.0,20.0,956.0,Inverno
2023-12-30,90,77,56,0.0,5.2,10.4,2.7,1.6,5.3,WSW,530.0,30.0,954.0,Inverno
2023-12-31,96,84,73,0.0,4.4,6.9,2.0,1.5,5.3,WSW,370.0,10.0,948.3,Inverno
2024-01-01,92,56,32,0.0,5.6,10.7,1.7,1.6,6.3,SW,530.0,20.0,947.2,Inverno
2024-01-02,84,62,48,0.0,3.0,6.5,0.6,1.0,3.3,SW,350.0,40.0,947.8,Inverno
2024-01-03,93,68,26,0.0,4.2,14.8,-1.8,1.3,10.9,WSW,330.0,40.0,942.7,Inverno
2024-01-04,56,37,19,0.0,9.1,15.8,3.0,1.3,6.7,SW,250.0,10.0,943.9,Inverno
2024-01-05,99,84,47,23.6,2.9,6.3,0.2,1.2,4.5,SSW,250.0,0.0,941.1,Inverno
2024-01-06,99,82,68,0.0,4.8,8.2,0.7,2.0,7.6,SW,710.0,20.0,934.7,Inverno
2024-01-07,87,68,42,0.0,6.3,8.5,3.9,2.9,8.0,SW,960.0,10.0,936.7,Inverno
2024-01-08,95,91,87,3.0,3.8,4.5,3.0,1.4,6.0,WSW,450.0,0.0,945.4,Inverno
2024-01-09,98,95,89,7.8,2.9,4.3,1.3,1.4,7.2,NNW,260.0,50.0,955.0,Inverno
2024-01-10,99,95,88,0.4,1.4,2.5,0.3,0.9,3.4,N,270.0,70.0,959.5,Inverno
2024-01-11,100,89,61,0.2,1.9,4.6,0.0,1.2,6.2,WSW,310.0,50.0,956.9,Inverno
2024-01-12,94,74,56,0.0,2.5,7.1,-1.2,1.3,4.4,WSW,420.0,40.0,956.0,Inverno
2024-01-13,93,77,60,0.0,1.1,6.5,-2.8,1.2,4.0,WSW,590.0,0.0,954.8,Inverno
2024-01-14,90,70,45,0.0,1.0,7.1,-2.7,1.2,4.1,SW,460.0,30.0,945.4,Inverno
2024-01-15,93,72,45,0.0,3.1,10.3,-3.2,1.3,5.7,SW,310.0,70.0,936.3,Inverno
2024-01-16,98,82,42,0.0,1.4,6.8,-1.8,1.2,4.8,WSW,200.0,30.0,942.7,Inverno
2024-01-17,98,91,77,6.4,1.6,4.5,-1.1,0.9,3.5,WSW,210.0,90.0,938.6,Inverno
2024-01-18,99,91,64,0.0,2.2,8.8,-1.4,0.9,4.0,SW,190.0,100.0,932.6,Inverno
2024-01-19,100,77,39,0.8,3.5,8.3,-0.3,1.7,6.7,WSW,280.0,20.0,943.2,Inverno
2024-01-20,97,64,25,0.0,2.0,6.5,-0.1,1.7,7.6,SW,350.0,50.0,961.7,Inverno
2024-01-21,66,40,26,0.0,0.7,4.8,-3.1,1.5,6.8,SW,530.0,20.0,965.3,Inverno
2024-01-22,68,46,20,0.0,1.8,7.8,-2.2,1.3,4.9,SW,410.0,0.0,962.1,Inverno
2024-01-23,59,42,19,0.0,7.6,14.8,2.0,1.9,6.6,SW,620.0,20.0,961.3,Inverno
2024-01-24,72,48,19,0.0,8.4,17.1,1.4,1.8,9.3,SW,370.0,40.0,961.3,Inverno
2024-01-25,89,32,17,0.0,12.8,20.3,2.3,1.6,7.2,SW,490.0,20.0,957.8,Inverno
2024-01-26,98,78,45,0.0,5.5,11.9,0.9,1.1,4.5,SW,280.0,60.0,959.0,Inverno
2024-01-27,92,47,21,0.0,10.9,18.2,2.0,2.0,5.9,SW,570.0,10.0,962.7,Inverno
2024-01-28,94,70,51,0.0,5.9,11.2,1.5,1.5,4.8,SW,370.0,10.0,968.7,Inverno
2024-01-29,89,67,50,0.0,5.5,10.5,2.3,1.3,4.1,SW,530.0,20.0,968.2,Inverno
2024-01-30,82,68,46,0.0,5.0,10.4,1.2,1.2,3.8,SW,490.0,30.0,967.8,Inverno
2024-01-31,83,65,41,0.0,5.9,13.1,0.7,1.2,4.7,WSW,440.0,40.0,965.7,Inverno
2024-02-01,82,57,39,0.0,6.1,11.1,0.0,1.6,5.7,WSW,430.0,10.0,960.6,Inverno
2024-02-02,58,39,21,0.0,10.6,17.2,6.6,1.9,5.7,SW,530.0,0.0,961.8,Inverno
2024-02-03,62,39,24,0.0,12.6,19.2,4.9,1.8,6.5,SW,530.0,40.0,959.6,Inverno
2024-02-04,44,29,17,0.0,13.9,20.6,7.2,1.7,7.0,SW,460.0,20.0,957.5,Inverno
2024-02-05,86,48,22,0.0,10.7,17.1,4.3,1.6,5.2,SW,410.0,0.0,956.6,Inverno
2024-02-06,98,85,67,0.0,5.7,10.8,1.9,1.1,3.7,W,250.0,30.0,954.9,Inverno
2024-02-07,98,80,61,0.0,7.2,11.0,3.7,1.3,5.0,SW,380.0,30.0,948.1,Inverno
2024-02-08,94,82,64,0.0,7.0,11.1,3.1,1.1,4.6,SW,210.0,40.0,943.2,Inverno
2024-02-09,100,100,95,7.0,6.7,7.4,6.0,1.1,4.5,NNE,310.0,30.0,935.1,Inverno
2024-02-10,100,95,89,25.0,5.1,6.1,3.8,2.4,7.4,SW,1130.0,0.0,928.0,Inverno
2024-02-11,92,72,46,0.0,7.1,12.1,3.8,1.7,7.5,SW,560.0,20.0,929.5,Inverno
2024-02-12,80,51,37,0.0,7.2,12.1,3.8,2.2,8.1,SW,460.0,10.0,939.5,Inverno
2024-02-13,60,45,25,0.0,8.2,13.8,4.6,2.2,6.1,SW,500.0,0.0,951.7,Inverno
2024-02-14,68,51,37,0.0,8.0,13.4,4.2,1.7,4.9,SW,500.0,0.0,957.5,Inverno
2024-02-15,82,61,43,0.0,8.2,13.1,4.1,1.2,3.7,WSW,330.0,70.0,956.7,Inverno
2024-02-16,86,71,50,0.0,7.7,12.6,4.0,0.9,4.2,WSW,270.0,110.0,955.3,Inverno
2024-02-17,88,63,42,0.0,10.0,15.8,3.7,1.1,4.0,WSW,480.0,70.0,960.2,Inverno
2024-02-18,86,65,45,0.0,9.9,15.7,4.5,1.3,4.0,WSW,400.0,10.0,962.8,Inverno
2024-02-19,90,55,23,0.0,11.5,18.7,6.4,1.7,6.0,SW,510.0,0.0,957.9,Inverno
2024-02-20,58,43,22,0.0,10.5,16.3,6.1,1.9,6.9,SW,530.0,10.0,958.3,Inverno
2024-02-21,74,51,34,0.0,8.9,13.1,5.1,1.6,6.7,WSW,330.0,10.0,956.6,Inverno
2024-02-22,100,78,56,0.0,7.6,11.3,4.2,1.3,4.6,NE,260.0,20.0,944.2,Inverno
2024-02-23,100,86,43,3.2,6.8,11.3,3.6,1.6,6.3,ENE,210.0,0.0,932.6,Inverno
2024-02-24,97,76,42,0.0,4.7,8.2,0.1,1.5,8.3,NE,190.0,20.0,939.7,Inverno
2024-02-25,98,80,59,0.6,5.1,8.3,0.9,1.1,4.5,ENE,150.0,50.0,943.0,Inverno
2024-02-26,100,97,92,26.8,2.0,4.4,0.4,1.2,5.0,SW,350.0,30.0,940.1,Inverno
2024-02-27,100,97,92,51.0,2.0,4.3,0.3,2.0,8.6,SW,700.0,0.0,942.5,Inverno
2024-02-28,98,96,92,32.4,4.8,6.4,2.4,2.4,7.0,SW,990.0,0.0,950.6,Inverno
2024-02-29,98,94,87,12.8,7.4,9.6,6.3,1.7,5.3,WSW,460.0,20.0,948.7,Inverno
2024-03-01,97,93,84,8.6,7.3,9.7,5.8,1.3,4.3,WSW,390.0,60.0,941.2,Primavera
2024-03-02,97,82,54,3.8,8.1,12.1,5.3,1.4,6.0,SW,250.0,0.0,941.8,Primavera
2024-03-03,97,95,92,74.1,3.2,6.5,1.6,2.1,8.6,SW,620.0,0.0,937.9,Primavera
2024-03-04,97,83,58,11.8,6.2,12.7,1.8,2.4,7.9,SW,870.0,30.0,942.7,Primavera
2024-03-05,86,64,32,0.0,8.7,14.7,3.4,2.1,11.6,SW,280.0,0.0,945.6,Primavera
